index,index,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1786,2208,467728,Female,Yes,38,No,Engineer,1.0,High,5.0,Cat_6,1.0
125,7520,460867,Male,Yes,40,Yes,Doctor,0.0,Average,5.0,Cat_6,1.0
6123,3208,461006,Male,,22,No,Healthcare,1.0,High,,Cat_3,0.0
4100,4513,459310,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_2,0.0
170,3228,462615,Male,No,31,No,Doctor,4.0,Low,7.0,Cat_4,0.0
937,3543,466548,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,1.0
2011,5208,460953,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,0.0
1617,7420,460262,Male,No,28,No,Executive,9.0,Low,4.0,Cat_6,0.0
5174,4168,464370,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0,Cat_6,1.0
258,5391,464078,Male,Yes,88,No,Lawyer,0.0,Low,,Cat_6,1.0
3270,2895,459423,Male,No,19,No,Healthcare,9.0,Low,5.0,Cat_6,0.0
1851,3412,466526,Male,No,33,No,Healthcare,1.0,Low,5.0,Cat_2,1.0
4383,6359,459801,Female,No,27,Yes,Engineer,4.0,Low,2.0,Cat_6,0.0
1059,1259,464007,Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_6,1.0
826,5134,461134,Male,Yes,32,Yes,Doctor,0.0,Low,3.0,Cat_6,0.0
3398,4201,462553,Male,No,27,No,Artist,1.0,Low,1.0,Cat_6,1.0
3578,3417,460066,Female,No,45,No,Marketing,0.0,Low,1.0,Cat_6,0.0
2850,115,461177,Male,Yes,36,No,Executive,8.0,Average,4.0,Cat_1,1.0
4849,7599,466271,Male,No,33,No,Entertainment,1.0,Low,3.0,Cat_2,1.0
3235,18,466772,Male,Yes,58,Yes,Entertainment,1.0,Average,4.0,Cat_6,1.0
1445,1286,466089,Male,No,59,No,Entertainment,0.0,Low,3.0,Cat_6,1.0
1490,4608,466293,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,1.0
4277,6813,467746,Male,Yes,50,Yes,Executive,0.0,High,3.0,Cat_6,1.0
805,5310,463919,Female,No,31,Yes,Homemaker,9.0,Low,1.0,Cat_6,0.0
813,7095,460166,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,0.0
1693,2560,466547,Male,Yes,45,Yes,Executive,1.0,Low,5.0,Cat_6,1.0
2029,5337,466680,Male,No,22,No,Engineer,0.0,Low,4.0,Cat_6,0.0
2879,1347,461267,Female,No,35,Yes,Healthcare,,Low,1.0,Cat_4,0.0
3901,2473,462389,Female,Yes,58,No,Engineer,1.0,Low,1.0,Cat_6,1.0
2673,3033,461660,Female,Yes,74,No,Lawyer,0.0,Low,1.0,Cat_6,0.0
234,1941,461383,Male,Yes,71,Yes,Artist,0.0,High,2.0,Cat_6,1.0
115,5137,464902,Female,Yes,68,No,Lawyer,0.0,Low,1.0,Cat_4,0.0
1213,2993,461352,Male,No,25,No,Healthcare,3.0,Low,5.0,Cat_2,0.0
2196,2953,464962,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_4,1.0
3313,818,464581,Female,No,25,No,Doctor,,Low,4.0,Cat_6,0.0
5415,2742,461650,Female,Yes,42,Yes,Doctor,0.0,Low,1.0,Cat_4,1.0
3369,2406,462046,Female,No,30,Yes,Doctor,8.0,Low,,Cat_4,0.0
532,3419,465259,Female,No,23,No,Healthcare,,Low,4.0,Cat_1,0.0
817,2658,459191,Male,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,1.0
777,1058,463055,Female,No,27,Yes,Doctor,1.0,Low,4.0,Cat_4,1.0
1595,199,467614,Male,Yes,35,No,Artist,4.0,Average,2.0,Cat_6,1.0
5469,4671,463434,Female,Yes,25,No,Engineer,,Average,2.0,Cat_6,0.0
4025,5948,462801,Male,Yes,38,Yes,Entertainment,9.0,Average,3.0,Cat_6,1.0
3338,966,462726,Female,Yes,75,Yes,Homemaker,1.0,High,,Cat_6,1.0
1012,2754,464360,Male,Yes,62,Yes,Executive,0.0,High,2.0,Cat_6,1.0
590,4884,461511,Male,Yes,35,No,Doctor,9.0,Low,2.0,Cat_6,1.0
6346,7593,459536,Male,Yes,32,Yes,Healthcare,6.0,Low,2.0,Cat_6,0.0
2297,3692,466839,Female,No,26,No,Homemaker,8.0,Low,2.0,Cat_6,0.0
4636,4426,466724,Male,No,38,Yes,Artist,0.0,Low,2.0,Cat_6,1.0
4795,7234,460635,Male,Yes,29,No,Healthcare,,High,2.0,Cat_3,0.0
4906,3132,467936,Male,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,0.0
4645,1101,467406,Male,No,37,Yes,Entertainment,9.0,Low,1.0,Cat_6,0.0
1023,3562,459569,Male,No,32,Yes,Healthcare,,Low,1.0,Cat_6,0.0
3664,6799,460257,Female,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,0.0
1773,7823,466604,Male,No,32,Yes,Healthcare,1.0,Low,,Cat_6,0.0
3395,7834,464344,Female,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_6,1.0
4854,4661,459276,Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
1246,4526,465456,Female,Yes,59,Yes,Artist,3.0,High,5.0,Cat_1,1.0
2350,6920,466500,Female,Yes,48,Yes,Artist,3.0,High,3.0,Cat_4,1.0
4522,299,461607,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3,1.0
2836,6792,461737,Female,Yes,48,Yes,Doctor,1.0,Average,6.0,Cat_4,1.0
2180,6320,460160,Male,No,43,Yes,Entertainment,5.0,Low,1.0,Cat_3,0.0
3092,5678,465923,Female,No,30,Yes,Engineer,9.0,Low,5.0,Cat_6,0.0
630,1903,463147,Male,No,31,No,Healthcare,,Low,4.0,Cat_6,1.0
6222,17,461644,Male,No,31,No,Healthcare,1.0,Low,6.0,Cat_6,1.0
5456,6964,464825,Female,No,19,No,Healthcare,7.0,Low,1.0,Cat_4,0.0
4077,5921,459739,Male,Yes,72,No,Engineer,1.0,High,,Cat_6,0.0
1061,1033,460626,Male,Yes,45,No,Doctor,9.0,High,4.0,Cat_6,0.0
4621,4212,459234,Female,Yes,83,No,Lawyer,1.0,Low,1.0,Cat_6,0.0
3162,1628,466605,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,1.0
5854,3680,460508,Male,Yes,27,Yes,Healthcare,2.0,High,3.0,Cat_3,0.0
3522,4532,466057,Female,Yes,38,No,Doctor,1.0,Average,2.0,Cat_4,0.0
2773,540,459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,1.0
4246,7835,463655,Male,Yes,39,Yes,Artist,13.0,Low,2.0,Cat_6,1.0
955,118,465827,Male,No,27,No,,2.0,Low,7.0,Cat_4,0.0
5000,5013,463237,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,0.0
2895,654,466718,Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,1.0
2663,1620,462775,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_6,0.0
1640,4139,465039,Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,1.0
1419,1280,459470,Male,No,29,Yes,Healthcare,9.0,Low,6.0,Cat_6,0.0
5845,2843,462620,Male,Yes,40,No,Engineer,6.0,Average,5.0,Cat_4,0.0
668,5568,465305,Male,Yes,66,No,Executive,1.0,Low,2.0,Cat_6,0.0
5653,1792,464832,Male,Yes,66,No,Lawyer,1.0,Low,,Cat_4,0.0
6197,3444,462112,Male,Yes,78,Yes,Lawyer,1.0,Low,1.0,Cat_6,0.0
9,2070,462208,Female,Yes,33,No,Engineer,7.0,Average,5.0,Cat_4,1.0
5160,3712,460665,Male,No,29,No,Entertainment,5.0,Low,1.0,Cat_6,0.0
374,5824,462086,Male,No,41,Yes,Doctor,4.0,Low,2.0,Cat_6,1.0
4193,770,459822,Female,No,37,Yes,Engineer,0.0,Low,1.0,Cat_4,0.0
2441,5607,465475,Female,Yes,36,Yes,Entertainment,0.0,Average,3.0,Cat_6,1.0
4464,3568,461180,Male,No,28,No,Entertainment,0.0,Low,3.0,Cat_3,0.0
2275,394,463652,Female,No,28,Yes,Artist,,Low,1.0,Cat_6,0.0
5375,3120,462646,Male,Yes,63,,,,Average,2.0,Cat_4,0.0
4457,3628,462453,Male,No,22,No,Healthcare,9.0,Low,5.0,Cat_6,0.0
3007,483,459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,0.0
931,3704,463447,Male,Yes,60,No,Engineer,0.0,Average,2.0,Cat_6,1.0
679,3551,461138,Male,Yes,63,Yes,Entertainment,1.0,High,2.0,Cat_7,1.0
4739,4545,461019,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,0.0
1000,1991,464400,Male,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,0.0
1599,4246,464553,Male,Yes,70,Yes,Artist,1.0,Low,2.0,Cat_6,1.0
2625,7748,462062,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_7,0.0
5632,3287,463037,Male,Yes,57,Yes,Entertainment,1.0,Average,4.0,Cat_6,1.0
293,5704,462770,Male,No,18,No,Healthcare,,Low,3.0,Cat_6,0.0
971,2542,461344,Male,Yes,43,No,Healthcare,6.0,High,2.0,Cat_7,1.0
706,172,459420,Female,Yes,70,Yes,Lawyer,0.0,Low,2.0,Cat_6,1.0
2490,3387,461422,Male,Yes,52,Yes,Executive,1.0,Average,6.0,Cat_6,1.0
2199,70,459954,Male,Yes,27,Yes,Healthcare,8.0,Low,2.0,Cat_6,0.0
901,8032,465594,Male,Yes,29,No,Executive,4.0,Low,6.0,Cat_3,0.0
3648,2195,460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,0.0
4872,7765,463225,Female,Yes,43,Yes,Artist,,Average,2.0,Cat_6,1.0
5613,5620,459605,Female,,19,No,Healthcare,8.0,Low,,Cat_3,0.0
4050,5493,462720,Male,Yes,35,Yes,Marketing,,Low,5.0,Cat_6,0.0
977,1383,462215,Female,No,20,No,Marketing,1.0,Low,3.0,Cat_4,0.0
1661,6239,462783,Female,No,33,No,Marketing,0.0,Low,4.0,Cat_3,0.0
5848,4121,465455,Male,No,26,No,Doctor,0.0,Low,2.0,Cat_6,0.0
1996,2281,467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
5130,2320,459427,Female,Yes,28,Yes,Healthcare,,Low,2.0,Cat_6,0.0
103,132,464857,Male,No,18,No,Healthcare,6.0,Low,4.0,Cat_4,0.0
5878,2743,467501,Male,No,48,Yes,Entertainment,1.0,Low,2.0,Cat_6,0.0
3507,2228,467687,Male,No,38,Yes,Entertainment,,Low,4.0,Cat_6,0.0
71,7275,461302,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
1412,2933,459347,Male,Yes,69,Yes,Lawyer,1.0,Low,1.0,Cat_6,1.0
524,192,459395,Male,Yes,42,No,Executive,8.0,Low,2.0,Cat_6,0.0
4919,2125,466734,Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,1.0
4537,1153,463290,Female,No,25,No,Healthcare,1.0,Low,5.0,Cat_6,1.0
5727,5645,460803,Female,No,26,No,Marketing,0.0,Low,4.0,Cat_4,0.0
1371,6866,464646,Male,Yes,61,No,Engineer,7.0,Average,5.0,Cat_4,0.0
1723,7621,462767,Male,No,21,No,Healthcare,2.0,Low,4.0,Cat_6,0.0
983,2136,459050,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,0.0
923,4546,467240,Female,,22,No,Doctor,6.0,High,3.0,Cat_6,0.0
5367,3626,466498,Male,Yes,83,Yes,Lawyer,6.0,High,3.0,Cat_6,0.0
2748,396,462769,Female,Yes,42,No,Homemaker,6.0,High,4.0,Cat_6,1.0
4689,4371,463865,Male,Yes,46,Yes,Artist,0.0,Average,5.0,Cat_6,1.0
2186,6338,460763,Male,No,47,Yes,Artist,1.0,Low,2.0,Cat_6,1.0
4105,411,466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,1.0
154,2305,467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,0.0
4982,3087,467891,Female,No,30,Yes,Doctor,0.0,Low,5.0,Cat_6,0.0
5140,6449,466239,Male,Yes,69,Yes,Executive,0.0,Low,2.0,Cat_4,1.0
4447,104,464065,Female,Yes,35,Yes,Healthcare,10.0,Low,2.0,Cat_6,1.0
1054,1224,465078,Male,Yes,43,Yes,Executive,0.0,High,4.0,Cat_6,1.0
2685,3815,467134,Female,Yes,33,No,Healthcare,0.0,Low,5.0,Cat_5,0.0
18,7329,465460,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,1.0
2005,7867,460725,Male,Yes,41,Yes,Artist,0.0,High,2.0,Cat_2,1.0
4333,866,460950,Male,Yes,28,No,Doctor,0.0,Low,5.0,Cat_1,0.0
1204,3484,467505,Male,Yes,43,Yes,Artist,0.0,Low,4.0,Cat_6,0.0
1521,5627,465549,Female,No,52,Yes,Healthcare,0.0,Low,1.0,Cat_3,0.0
3919,2683,462053,Male,Yes,28,Yes,Artist,,Low,2.0,Cat_6,1.0
4613,1648,465405,Female,,29,Yes,Homemaker,0.0,High,4.0,Cat_2,1.0
1508,6509,465477,Male,No,31,No,Healthcare,1.0,Low,3.0,Cat_2,1.0
4119,750,461908,Female,No,26,No,Healthcare,10.0,Low,1.0,Cat_6,0.0
6208,4161,462579,Female,Yes,68,No,Lawyer,1.0,Low,2.0,Cat_4,1.0
3568,5972,461961,Female,Yes,32,Yes,Artist,8.0,Low,3.0,Cat_6,1.0
3564,5606,461380,Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,1.0
1448,505,460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,0.0
3468,5797,466816,Male,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,1.0
5543,3962,462912,Female,No,26,Yes,Homemaker,8.0,Low,2.0,Cat_6,0.0
4375,6376,463963,Female,Yes,33,No,Engineer,5.0,High,3.0,Cat_6,0.0
2172,6342,463564,Female,Yes,41,Yes,Doctor,0.0,Low,1.0,Cat_6,1.0
5486,819,459624,Male,No,18,No,Healthcare,,Low,5.0,Cat_4,0.0
3444,6340,460865,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_4,0.0
3018,6702,464407,Female,Yes,50,Yes,Healthcare,1.0,Low,3.0,Cat_6,0.0
274,6696,461412,Female,Yes,41,Yes,Artist,5.0,High,3.0,Cat_5,1.0
6361,5550,465313,Male,No,31,No,Entertainment,0.0,Low,3.0,Cat_6,1.0
2368,2796,467413,Female,Yes,75,Yes,Lawyer,2.0,High,4.0,Cat_6,1.0
565,5555,460454,Male,No,51,Yes,Artist,,Low,1.0,Cat_6,1.0
402,5691,464159,Female,Yes,68,Yes,Artist,1.0,Low,1.0,Cat_4,1.0
4608,408,466799,Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,0.0
2980,4007,466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_3,1.0
319,4707,466085,Male,No,19,No,,9.0,Low,4.0,Cat_4,0.0
3767,4852,462877,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,0.0
418,1264,459100,Female,No,63,Yes,Artist,14.0,Low,1.0,Cat_6,1.0
3204,4927,462532,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_2,0.0
4877,1705,467279,Female,No,25,Yes,Entertainment,8.0,Low,3.0,Cat_6,0.0
2351,7472,465488,Male,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
3828,3982,459845,Male,Yes,66,Yes,Healthcare,0.0,Low,1.0,Cat_4,0.0
509,3893,461685,Female,No,30,Yes,Healthcare,4.0,Low,4.0,Cat_6,0.0
4029,3443,467497,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,0.0
1504,3197,464343,Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_6,1.0
3428,3187,464176,Female,Yes,40,Yes,Artist,0.0,Low,1.0,Cat_6,1.0
4627,7729,467733,Male,Yes,62,No,Executive,9.0,High,3.0,Cat_6,1.0
2899,247,460704,Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_6,1.0
1812,4386,466817,Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_6,1.0
3078,1483,459668,Male,Yes,32,No,,5.0,Average,3.0,Cat_6,1.0
3675,2401,465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,0.0
4936,4863,466754,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,1.0
2781,4076,466685,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_6,0.0
4401,3604,464632,Male,No,29,No,Entertainment,0.0,Low,8.0,Cat_4,0.0
1999,2646,461681,Male,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_7,0.0
3473,5770,459412,Male,Yes,62,Yes,,0.0,Average,3.0,Cat_6,1.0
464,1537,462282,Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,0.0
4961,7465,460684,Male,Yes,62,No,Entertainment,8.0,Low,2.0,Cat_3,1.0
5266,7883,465440,Male,Yes,62,No,Engineer,1.0,Low,5.0,Cat_6,0.0
1100,4570,459959,Male,Yes,25,Yes,Artist,9.0,Low,4.0,Cat_6,0.0
1757,6372,461285,Male,No,20,No,Healthcare,,Low,3.0,Cat_6,0.0
1090,2324,463857,Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,1.0
5934,3410,467908,Female,Yes,42,Yes,Engineer,0.0,High,4.0,Cat_6,1.0
3856,2329,464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,1.0
5600,7022,465133,Female,Yes,61,Yes,Engineer,1.0,Average,5.0,Cat_6,1.0
4924,4483,459635,Female,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,0.0
4538,5094,464573,Female,Yes,39,Yes,Artist,7.0,Average,3.0,Cat_6,1.0
1284,5333,463640,Male,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,0.0
4704,4760,461040,Female,Yes,69,No,Lawyer,0.0,Low,1.0,Cat_3,0.0
4744,688,466269,Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2,0.0
6061,6244,462636,Female,Yes,36,No,Marketing,,Low,4.0,Cat_4,0.0
956,5191,463023,Female,Yes,40,No,Homemaker,6.0,Low,1.0,Cat_6,0.0
872,4706,466844,Male,No,18,No,Healthcare,0.0,Low,5.0,Cat_6,0.0
2463,6000,461014,Male,No,21,No,Healthcare,9.0,Low,4.0,Cat_3,0.0
1737,7664,463604,Male,No,23,No,Healthcare,2.0,Low,3.0,Cat_2,0.0
2214,5676,460224,Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,1.0
4815,6149,463617,Male,No,29,No,Marketing,1.0,Low,2.0,Cat_6,0.0
5755,5270,459629,Female,Yes,47,Yes,Entertainment,3.0,Average,2.0,Cat_6,1.0
4640,5118,463274,Male,Yes,58,Yes,Artist,7.0,Low,1.0,Cat_3,1.0
3411,7771,467254,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,1.0
4405,1035,466678,Male,No,28,Yes,Healthcare,1.0,Low,4.0,Cat_6,0.0
5508,1478,462690,Male,Yes,38,Yes,Engineer,,Average,4.0,Cat_6,1.0
5422,4256,463099,Male,Yes,85,Yes,Lawyer,,Low,1.0,Cat_6,1.0
3199,4699,461769,Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,1.0
882,2802,462359,Male,Yes,51,Yes,Entertainment,0.0,Low,3.0,,0.0
6304,6600,459593,Male,No,19,No,Healthcare,,Low,4.0,Cat_6,0.0
1887,5372,461074,Male,Yes,25,No,Entertainment,,Average,,Cat_3,0.0
5821,928,462250,Female,Yes,56,Yes,Entertainment,1.0,Average,3.0,Cat_4,1.0
5374,3463,464190,Male,No,37,Yes,Executive,3.0,Low,1.0,Cat_6,0.0
4348,3441,463031,Female,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_6,1.0
4853,4006,462881,Female,Yes,66,Yes,Artist,0.0,High,3.0,Cat_6,1.0
2204,4917,464457,Female,No,53,Yes,Artist,9.0,Low,1.0,Cat_6,1.0
5082,4601,466782,Male,No,19,No,,9.0,Low,3.0,Cat_4,0.0
148,5827,462764,Male,No,18,No,Healthcare,,Low,4.0,Cat_6,0.0
4860,6673,460409,Female,No,43,Yes,Artist,8.0,Low,4.0,Cat_6,0.0
4858,887,463071,Male,Yes,69,No,Executive,,Low,4.0,Cat_6,0.0
5435,7881,467181,Female,Yes,50,Yes,Artist,9.0,Low,2.0,Cat_6,1.0
6006,5299,463299,Female,Yes,49,Yes,Artist,0.0,Low,4.0,Cat_6,1.0
189,7515,460127,Male,No,42,Yes,Healthcare,8.0,Low,3.0,Cat_6,0.0
3914,6563,460934,Female,No,25,No,Doctor,0.0,Low,2.0,Cat_6,0.0
4216,5569,461947,Female,No,33,Yes,Healthcare,0.0,Low,4.0,Cat_2,1.0
1665,418,467146,Female,No,27,No,Homemaker,9.0,Low,1.0,Cat_6,0.0
1192,5533,460029,Female,Yes,35,Yes,Healthcare,12.0,Average,2.0,Cat_2,0.0
2610,719,462791,Female,No,33,No,Healthcare,7.0,Low,4.0,Cat_5,0.0
5157,5935,463868,Male,Yes,51,No,Engineer,1.0,Average,7.0,Cat_4,1.0
4797,3247,462598,Female,Yes,38,No,Doctor,9.0,Average,5.0,Cat_4,0.0
1099,1872,467190,Male,Yes,36,Yes,Executive,0.0,Low,2.0,Cat_3,1.0
727,1605,461052,Male,No,22,No,Healthcare,,Low,3.0,Cat_7,0.0
3533,7811,461280,Male,No,20,No,Healthcare,7.0,Low,4.0,Cat_2,0.0
3580,5759,461549,Female,Yes,68,Yes,Artist,,Average,2.0,Cat_6,1.0
1888,1402,459307,Male,Yes,62,Yes,Entertainment,0.0,Low,1.0,Cat_6,1.0
3106,1589,463884,Female,No,26,No,Artist,1.0,Low,1.0,Cat_6,0.0
3041,2246,462290,Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,1.0
207,5525,464070,Male,No,39,Yes,Artist,5.0,Low,2.0,Cat_6,1.0
1745,2863,463096,Female,No,33,Yes,Doctor,,Low,3.0,Cat_6,0.0
4762,1498,461895,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_6,1.0
6049,116,460765,Male,Yes,80,No,Lawyer,1.0,Low,1.0,Cat_6,0.0
3358,5173,461691,Male,No,31,Yes,Healthcare,3.0,Low,4.0,Cat_1,0.0
3136,1955,461260,Male,No,20,No,Marketing,1.0,Low,3.0,Cat_4,0.0
1185,5708,467383,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,1.0
2567,197,465539,Female,Yes,49,Yes,Artist,1.0,High,5.0,Cat_6,1.0
6257,6237,465699,Female,No,38,No,Artist,13.0,Low,2.0,Cat_4,0.0
1487,4808,462889,Male,Yes,33,No,Executive,,High,4.0,Cat_6,1.0
1113,2247,459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,0.0
32,3623,465220,Male,Yes,61,No,Executive,0.0,High,2.0,Cat_1,1.0
5923,4538,464786,Male,No,33,No,Marketing,1.0,Low,3.0,Cat_4,0.0
4242,5408,465997,Female,No,33,No,Doctor,1.0,Low,3.0,Cat_6,0.0
5711,5251,467324,Male,No,32,No,Doctor,5.0,Low,1.0,Cat_7,0.0
3459,275,467619,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,1.0
1194,3906,459805,Female,Yes,45,No,Artist,4.0,Average,4.0,Cat_6,1.0
4284,875,462998,Male,Yes,45,No,Entertainment,10.0,Average,4.0,Cat_6,1.0
4915,6823,465896,Male,No,32,No,Doctor,2.0,Low,2.0,Cat_6,0.0
2851,771,462540,Male,Yes,32,Yes,Entertainment,6.0,Low,2.0,Cat_2,1.0
3015,7754,464584,Female,No,27,Yes,Healthcare,9.0,Low,1.0,Cat_6,0.0
3896,1306,462304,Male,Yes,62,Yes,Artist,1.0,Low,4.0,Cat_4,1.0
6448,6680,459256,Female,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,1.0
3752,4645,463682,Male,Yes,41,Yes,Artist,12.0,Average,2.0,Cat_6,1.0
3562,5050,467882,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,1.0
1089,7363,466928,Female,No,26,,Healthcare,0.0,Low,7.0,Cat_6,0.0
4478,3897,462853,Male,No,23,No,Healthcare,1.0,Low,2.0,Cat_6,0.0
1449,205,466613,Male,No,23,No,Healthcare,8.0,Low,3.0,Cat_6,0.0
