,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
77,463952,Male,Yes,51,No,Artist,4.0,Low,3.0,Cat_4,A
78,461558,Male,Yes,45,Yes,Engineer,2.0,Average,2.0,Cat_6,C
80,465379,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_6,C
82,466938,Male,Yes,63,Yes,Artist,8.0,Low,1.0,Cat_6,A
84,462204,Female,No,19,No,Marketing,1.0,Low,3.0,Cat_4,A
86,459384,Male,Yes,52,Yes,Artist,0.0,Average,3.0,Cat_6,C
87,459905,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6,C
91,460956,Female,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_3,C
92,465179,Female,Yes,61,Yes,Artist,1.0,High,2.0,Cat_6,C
97,461334,Male,Yes,63,Yes,Artist,0.0,High,2.0,Cat_6,C
98,465108,Male,Yes,58,Yes,Doctor,1.0,Average,2.0,Cat_6,C
100,464144,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_6,C
102,462806,Male,Yes,52,No,Artist,0.0,Low,3.0,Cat_4,A
103,463426,Male,Yes,38,No,Executive,0.0,High,5.0,Cat_6,A
110,459749,Male,Yes,59,Yes,Entertainment,,Low,4.0,Cat_4,A
111,464406,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
113,462059,Male,No,47,Yes,Artist,1.0,Low,1.0,Cat_6,C
117,465386,Male,No,36,Yes,Artist,0.0,Low,2.0,Cat_2,C
119,462332,Female,Yes,37,Yes,Artist,1.0,High,2.0,Cat_7,A
120,464481,Male,Yes,46,Yes,Executive,0.0,High,3.0,Cat_6,C
125,464524,Female,Yes,27,No,Marketing,1.0,Low,2.0,Cat_6,A
126,466295,Female,Yes,42,No,Engineer,0.0,Low,,Cat_6,A
127,461787,Male,Yes,72,Yes,Artist,0.0,Average,2.0,Cat_6,C
128,467857,Female,Yes,28,Yes,Engineer,0.0,Low,2.0,Cat_6,A
129,460153,Male,No,35,Yes,Entertainment,8.0,Low,5.0,Cat_6,C
130,465215,Male,Yes,39,Yes,Executive,9.0,High,5.0,Cat_2,A
131,466746,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C
133,459478,Male,Yes,46,Yes,Artist,,Low,1.0,Cat_6,A
135,459853,Male,No,30,No,Executive,5.0,Low,5.0,Cat_6,A
140,459750,Female,Yes,39,Yes,Engineer,0.0,Average,2.0,Cat_6,A
141,459880,Female,Yes,48,Yes,Artist,0.0,Average,5.0,Cat_7,C
142,459261,Female,No,32,Yes,Doctor,0.0,Low,3.0,Cat_6,C
145,461631,Male,No,29,No,Marketing,8.0,Low,5.0,Cat_6,C
146,464904,Female,Yes,28,No,Engineer,9.0,Average,2.0,Cat_4,A
149,464173,Male,Yes,71,Yes,Artist,6.0,Average,3.0,Cat_6,C
150,464972,Male,Yes,67,No,Lawyer,0.0,High,9.0,Cat_4,A
151,467959,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_2,A
152,467688,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,C
154,466590,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
156,465662,Male,Yes,76,No,Executive,1.0,Low,1.0,Cat_6,C
157,459231,Female,Yes,43,Yes,Artist,3.0,Average,4.0,Cat_6,C
159,459192,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,C
160,465710,Female,No,49,Yes,Artist,1.0,Low,1.0,Cat_6,C
162,462813,Male,Yes,37,No,Executive,0.0,Average,5.0,Cat_6,A
163,463595,Female,No,32,No,Healthcare,1.0,Low,5.0,,C
164,467768,Male,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,C
165,465291,Female,Yes,45,Yes,Artist,5.0,Average,3.0,Cat_6,C
166,462996,Female,Yes,49,Yes,Homemaker,9.0,Average,3.0,Cat_6,C
169,464702,Male,Yes,59,No,Artist,2.0,Average,2.0,Cat_4,C
171,465053,Male,Yes,82,Yes,Executive,0.0,High,2.0,Cat_6,C
174,458987,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,C
175,467745,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_6,C
179,463991,Female,No,31,Yes,Engineer,8.0,Low,1.0,Cat_6,A
180,466620,Female,Yes,36,Yes,Artist,7.0,Average,2.0,Cat_6,C
183,460697,Male,Yes,40,Yes,Artist,4.0,Average,4.0,Cat_6,C
184,467934,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,A
185,460054,Male,Yes,38,Yes,Artist,,Low,2.0,Cat_6,C
186,459576,Female,Yes,85,No,Lawyer,,Low,,,A
187,467910,Female,No,21,No,Doctor,1.0,Low,3.0,Cat_7,A
191,465622,Female,Yes,42,Yes,Artist,5.0,Low,2.0,Cat_6,C
193,467539,Male,Yes,48,Yes,Artist,,Average,4.0,Cat_7,C
194,466574,Male,Yes,59,Yes,Artist,7.0,Low,2.0,Cat_6,C
195,466544,Male,Yes,41,Yes,Executive,1.0,Average,3.0,Cat_6,A
196,463610,Female,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_6,A
198,459823,Male,Yes,67,Yes,Executive,1.0,Low,2.0,Cat_6,A
200,459073,Female,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
203,460022,Female,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,A
204,459929,Male,Yes,63,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
207,466068,Female,Yes,53,Yes,Artist,2.0,Low,1.0,Cat_6,C
212,461967,Female,No,20,No,Marketing,3.0,Low,4.0,Cat_7,C
213,460516,Female,,85,No,Lawyer,0.0,High,1.0,Cat_3,C
214,461710,Female,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6,C
216,459528,Female,Yes,52,Yes,Doctor,0.0,Average,2.0,Cat_6,C
218,462934,Male,Yes,56,No,Executive,,High,2.0,Cat_6,A
219,465837,Male,No,62,Yes,,0.0,Low,1.0,Cat_6,A
221,467515,Male,Yes,28,Yes,Engineer,0.0,Average,2.0,Cat_6,A
222,463429,Female,No,28,Yes,Artist,7.0,Low,3.0,Cat_6,A
225,461825,Female,No,56,No,Engineer,,Low,1.0,Cat_6,A
234,460448,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_3,A
235,464464,Male,No,28,No,Healthcare,0.0,Low,4.0,Cat_2,C
239,463789,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6,C
240,466947,Male,Yes,57,No,Executive,1.0,High,5.0,Cat_6,C
241,464150,Female,Yes,59,Yes,Artist,0.0,Average,3.0,Cat_6,C
242,465693,Female,Yes,25,Yes,Healthcare,1.0,High,4.0,Cat_4,A
243,461670,Male,Yes,59,Yes,Artist,0.0,Average,6.0,Cat_6,C
244,466768,Female,Yes,36,Yes,Artist,0.0,Low,4.0,Cat_6,C
245,461550,Male,Yes,37,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
248,464884,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_4,A
250,460738,Female,No,49,No,Engineer,1.0,Low,,Cat_7,A
252,459488,Male,Yes,47,No,Artist,,Average,4.0,Cat_6,A
253,467773,Male,Yes,70,Yes,Lawyer,1.0,High,3.0,Cat_6,C
255,462318,Female,Yes,82,No,Lawyer,0.0,Average,2.0,Cat_6,A
256,466078,Female,Yes,51,No,Executive,,Low,1.0,Cat_6,A
257,460792,Female,No,42,No,Homemaker,11.0,Low,,Cat_6,A
258,460197,Male,No,38,Yes,Artist,8.0,Low,3.0,Cat_2,A
259,459375,Male,Yes,18,No,Executive,0.0,High,4.0,Cat_6,A
260,463862,Male,Yes,50,Yes,Artist,6.0,Average,3.0,Cat_6,C
261,460144,Female,No,46,Yes,Doctor,1.0,Low,,Cat_3,A
263,459637,Female,No,33,No,Engineer,,Low,4.0,Cat_6,C
267,466268,Female,Yes,72,Yes,Artist,0.0,Average,3.0,Cat_4,C
268,464868,Male,Yes,36,Yes,Entertainment,6.0,Low,6.0,Cat_4,A
269,464038,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,A
270,460176,Female,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_6,C
276,465974,Male,Yes,52,Yes,Executive,7.0,High,4.0,Cat_4,C
278,459494,Female,Yes,69,No,Engineer,9.0,Low,3.0,Cat_6,A
280,463544,Male,Yes,47,Yes,Executive,1.0,Average,4.0,Cat_6,C
281,461167,Male,Yes,29,Yes,Marketing,1.0,High,2.0,Cat_3,A
282,467364,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_3,C
283,462408,Male,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,A
284,466224,Female,No,38,Yes,Healthcare,0.0,Low,1.0,Cat_2,C
287,460586,Male,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
289,462776,Female,Yes,53,Yes,Engineer,1.0,Average,3.0,Cat_6,C
292,459471,Female,No,32,No,Artist,,Low,8.0,Cat_6,C
296,465337,Female,Yes,43,No,Engineer,1.0,Low,3.0,Cat_7,A
297,460834,Male,Yes,25,No,Doctor,1.0,Low,2.0,Cat_1,A
298,466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Cat_6,A
300,465091,Male,Yes,63,Yes,Entertainment,,Average,3.0,Cat_6,C
306,462163,Female,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_3,C
311,461989,Female,,57,Yes,Engineer,0.0,Average,4.0,Cat_2,C
313,463738,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,A
314,465967,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6,A
315,462260,Male,Yes,74,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
321,467714,Male,Yes,89,Yes,Lawyer,13.0,Low,1.0,Cat_6,A
324,460093,Female,No,45,Yes,Artist,4.0,Low,1.0,Cat_3,A
325,467865,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_4,A
329,464226,Female,Yes,62,Yes,Artist,2.0,Average,3.0,Cat_6,C
331,464087,Female,No,32,No,Engineer,,Low,4.0,Cat_6,C
332,466627,Male,No,25,No,Healthcare,0.0,Low,5.0,Cat_6,C
333,467380,Female,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C
334,465842,Female,No,36,Yes,Entertainment,10.0,Low,2.0,Cat_6,A
335,464622,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,A
337,460910,Male,No,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
338,460255,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6,A
339,460109,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
342,465192,Male,Yes,55,No,Artist,0.0,Low,1.0,Cat_6,A
343,463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3,A
344,462391,Female,No,26,No,Healthcare,1.0,Low,8.0,Cat_7,C
345,467086,Female,Yes,83,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
347,460752,Male,Yes,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
348,467264,Male,Yes,19,No,Marketing,2.0,High,5.0,Cat_6,C
349,461646,Female,Yes,60,Yes,Artist,,High,4.0,Cat_6,C
350,463570,Male,Yes,35,Yes,Artist,,Average,4.0,Cat_6,C
355,460032,Male,No,36,Yes,Engineer,8.0,Low,1.0,Cat_6,A
357,466610,Male,No,19,No,Marketing,0.0,Low,5.0,Cat_6,A
358,459036,Female,Yes,20,Yes,Lawyer,1.0,Average,3.0,Cat_3,A
360,459496,Female,No,42,Yes,Artist,,Low,3.0,Cat_6,A
361,459997,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_4,A
363,460967,Male,No,25,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
365,461229,Female,Yes,28,Yes,Healthcare,0.0,Average,2.0,Cat_6,A
367,464527,Male,No,25,No,Executive,12.0,Low,3.0,Cat_6,A
369,460011,Male,Yes,43,Yes,Entertainment,1.0,Average,5.0,Cat_5,C
375,462124,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,A
376,466265,Male,No,30,No,Doctor,1.0,Low,1.0,Cat_3,C
377,459789,Male,Yes,56,No,Artist,1.0,Average,2.0,Cat_6,C
378,464223,Female,Yes,52,Yes,Artist,2.0,Low,2.0,Cat_6,C
380,460331,Female,No,35,No,Artist,5.0,Low,1.0,Cat_6,A
382,460035,Female,No,25,Yes,Artist,0.0,Low,6.0,Cat_6,A
384,465569,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_6,A
385,466333,Female,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,C
386,467668,Female,Yes,49,Yes,Artist,,Average,3.0,Cat_7,C
389,467777,Male,No,49,Yes,Doctor,,Low,1.0,Cat_6,C
390,462404,Female,No,26,Yes,Artist,9.0,Low,1.0,Cat_6,A
392,459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6,A
393,463717,Female,Yes,70,Yes,Artist,1.0,Average,4.0,Cat_6,C
397,465532,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0,Cat_4,A
399,459210,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C
402,467759,Female,Yes,48,Yes,Doctor,0.0,Low,2.0,Cat_6,C
403,461475,Female,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_1,C
407,467479,Male,Yes,35,Yes,Executive,1.0,Average,4.0,Cat_6,C
415,460941,Male,Yes,72,No,Engineer,1.0,Low,1.0,Cat_6,A
417,459907,Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6,C
422,464186,Female,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,C
424,459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6,A
425,467880,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,C
426,460216,Female,No,62,No,Entertainment,2.0,Low,1.0,Cat_6,A
427,467941,Female,No,27,Yes,Doctor,1.0,Low,3.0,Cat_6,A
428,466090,Male,Yes,57,Yes,Entertainment,1.0,Low,,Cat_6,A
429,462572,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4,A
430,467443,Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3,A
431,462548,Male,No,18,,Executive,,Low,5.0,Cat_4,A
433,461139,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,A
434,461115,Female,Yes,32,No,Engineer,5.0,Low,3.0,Cat_1,A
436,467340,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,C
437,461410,Male,Yes,79,No,,0.0,Average,2.0,,C
438,460857,Male,No,31,No,Entertainment,1.0,Low,1.0,Cat_4,A
439,464300,Male,Yes,42,Yes,Artist,0.0,Low,3.0,Cat_4,A
441,463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2,C
442,461392,Male,Yes,71,Yes,Artist,0.0,Average,5.0,Cat_6,C
443,461546,Female,Yes,72,No,Lawyer,1.0,Low,3.0,Cat_6,A
444,467780,Male,Yes,47,Yes,Artist,,Low,3.0,Cat_6,A
445,462130,Male,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6,C
446,464684,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,A
447,462276,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_6,A
454,463855,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
455,460344,Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6,C
456,466211,Male,Yes,47,Yes,Artist,0.0,Low,,Cat_6,C
460,461621,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,C
461,460163,Male,No,28,No,Healthcare,0.0,Low,2.0,Cat_4,A
462,461958,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,A
464,464791,Male,Yes,42,No,Marketing,0.0,High,6.0,Cat_4,A
466,463531,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6,A
468,465486,Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6,C
471,461298,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6,C
472,461595,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,A
473,459260,Male,Yes,37,Yes,Artist,0.0,Average,4.0,Cat_7,C
477,464532,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,A
478,460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
479,466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,Cat_1,A
480,465469,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6,C
486,461766,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4,A
487,464938,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,A
489,464049,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
490,467925,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,A
491,463711,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6,A
492,463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,C
493,462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7,C
494,463249,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7,A
495,464217,Female,No,32,No,Healthcare,12.0,Low,3.0,Cat_6,A
499,463114,Male,No,41,Yes,Artist,,Low,3.0,Cat_6,C
502,459255,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
503,467385,Male,No,47,No,Artist,1.0,Low,,Cat_4,A
504,467492,Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7,A
506,467307,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,C
508,464645,Male,,52,Yes,Artist,1.0,Average,5.0,Cat_4,C
509,462493,Male,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6,C
512,459322,Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6,A
513,464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,A
514,461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,C
516,464526,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,A
517,460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,A
519,464096,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,C
520,464891,Male,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4,A
521,460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,C
523,461873,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,C
524,465181,Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,A
528,467316,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,A
529,466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C
531,462314,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,A
534,461664,Male,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6,C
535,464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
536,466790,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,A
538,462913,Female,No,25,Yes,Artist,4.0,Low,5.0,Cat_6,C
539,465541,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,C
541,464508,Male,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6,C
542,458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C
544,465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,C
545,466009,Female,No,32,No,,10.0,Low,5.0,Cat_6,C
546,466338,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4,A
547,465122,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,C
548,465230,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
552,461125,Male,Yes,51,Yes,Homemaker,1.0,Low,,Cat_4,A
553,463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,A
555,465879,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
556,463961,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4,A
557,462634,Female,Yes,43,No,Artist,0.0,Average,3.0,Cat_4,A
558,463622,Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,C
559,466624,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,C
561,461928,Male,Yes,69,Yes,Lawyer,,Low,1.0,,A
569,462312,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,A
572,459298,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,C
573,466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,A
574,460773,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
575,461594,Female,Yes,59,Yes,Artist,,Average,2.0,Cat_6,C
577,465163,Male,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6,C
579,459342,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,C
581,463029,Male,Yes,51,No,Artist,,Average,3.0,Cat_6,C
582,460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
583,464319,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,A
585,459873,Male,Yes,55,Yes,Artist,,Average,3.0,Cat_4,A
586,461608,Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,A
587,465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
588,461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
591,465006,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
596,466044,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6,A
600,461256,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,C
603,466537,Female,Yes,83,No,Lawyer,,Low,2.0,Cat_6,A
604,459046,Male,Yes,57,Yes,Executive,,Low,4.0,Cat_2,A
606,462695,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,A
607,466208,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6,C
608,462128,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C
609,467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,C
611,464470,Male,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,C
612,462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,C
616,466018,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,C
619,461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,A
620,460027,Female,No,37,Yes,Entertainment,6.0,Low,,Cat_6,A
622,464106,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
623,465696,Female,No,56,Yes,Artist,0.0,Low,2.0,Cat_6,C
624,461627,Male,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,C
628,465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6,C
630,461668,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,C
632,467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,A
633,459366,Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,A
634,460689,Male,Yes,41,,Executive,6.0,High,2.0,Cat_3,A
635,462167,Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,A
638,466902,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,C
639,459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,C
640,463399,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3,A
644,466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,C
646,464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4,C
647,466457,Female,Yes,62,,Lawyer,8.0,Low,5.0,Cat_6,A
650,464427,Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,C
651,463951,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,A
652,465638,Female,Yes,51,Yes,Artist,,Low,,Cat_3,C
653,465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,A
655,464219,Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,A
656,467098,Male,Yes,87,No,Executive,1.0,Low,2.0,Cat_6,A
