,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
255,462318,Female,Yes,82,No,Lawyer,0.0,Average,2.0,Cat_6,A
256,466078,Female,Yes,51,No,Executive,,Low,1.0,Cat_6,A
257,460792,Female,No,42,No,Homemaker,11.0,Low,,Cat_6,A
258,460197,Male,No,38,Yes,Artist,8.0,Low,3.0,Cat_2,A
259,459375,Male,Yes,18,No,Executive,0.0,High,4.0,Cat_6,A
261,460144,Female,No,46,Yes,Doctor,1.0,Low,,Cat_3,A
264,465809,Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4,B
266,467343,Male,No,72,Yes,Artist,1.0,Low,1.0,Cat_6,B
268,464868,Male,Yes,36,Yes,Entertainment,6.0,Low,6.0,Cat_4,A
269,464038,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,A
273,464893,Male,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_4,B
274,464443,Female,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B
275,467619,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,B
277,462075,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,B
278,459494,Female,Yes,69,No,Engineer,9.0,Low,3.0,Cat_6,A
281,461167,Male,Yes,29,Yes,Marketing,1.0,High,2.0,Cat_3,A
283,462408,Male,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,A
285,465151,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_6,B
287,460586,Male,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
290,465058,Female,No,43,,Entertainment,,Low,1.0,Cat_6,B
295,466523,Male,Yes,39,Yes,Executive,1.0,High,3.0,Cat_3,B
296,465337,Female,Yes,43,No,Engineer,1.0,Low,3.0,Cat_7,A
297,460834,Male,Yes,25,No,Doctor,1.0,Low,2.0,Cat_1,A
298,466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Cat_6,A
299,461607,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3,B
304,464075,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,B
305,463394,Male,Yes,41,Yes,Marketing,,High,2.0,Cat_6,B
307,463895,Female,Yes,70,No,Doctor,0.0,Average,2.0,Cat_6,B
308,464767,Female,Yes,53,No,Engineer,8.0,Average,4.0,Cat_4,B
309,464763,Female,Yes,49,No,Engineer,,Average,4.0,Cat_4,B
312,466374,Male,Yes,83,No,Lawyer,,Low,1.0,Cat_4,B
313,463738,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,A
314,465967,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6,A
317,466573,Female,No,37,Yes,Artist,5.0,Low,2.0,Cat_6,B
318,463229,Female,No,22,No,Marketing,0.0,Low,1.0,Cat_5,B
320,462541,Male,Yes,70,Yes,Engineer,4.0,High,2.0,Cat_6,B
321,467714,Male,Yes,89,Yes,Lawyer,13.0,Low,1.0,Cat_6,A
324,460093,Female,No,45,Yes,Artist,4.0,Low,1.0,Cat_3,A
325,467865,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_4,A
327,464184,Female,Yes,39,No,Engineer,4.0,Average,2.0,Cat_6,B
330,465432,Female,Yes,58,Yes,Engineer,0.0,Average,4.0,Cat_4,B
334,465842,Female,No,36,Yes,Entertainment,10.0,Low,2.0,Cat_6,A
335,464622,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,A
337,460910,Male,No,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
338,460255,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6,A
340,464306,Male,No,29,Yes,Artist,3.0,Low,1.0,Cat_6,B
341,466835,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_7,B
342,465192,Male,Yes,55,No,Artist,0.0,Low,1.0,Cat_6,A
343,463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3,A
345,467086,Female,Yes,83,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
347,460752,Male,Yes,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
351,465277,Female,No,53,Yes,Engineer,,Low,1.0,Cat_6,B
352,467426,Female,Yes,86,No,Lawyer,,Low,,Cat_6,B
353,466258,Female,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,B
355,460032,Male,No,36,Yes,Engineer,8.0,Low,1.0,Cat_6,A
357,466610,Male,No,19,No,Marketing,0.0,Low,5.0,Cat_6,A
358,459036,Female,Yes,20,Yes,Lawyer,1.0,Average,3.0,Cat_3,A
360,459496,Female,No,42,Yes,Artist,,Low,3.0,Cat_6,A
361,459997,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_4,A
362,463382,Female,Yes,50,Yes,Engineer,4.0,High,3.0,Cat_6,B
363,460967,Male,No,25,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
364,465094,Male,Yes,61,No,Artist,1.0,High,2.0,Cat_6,B
365,461229,Female,Yes,28,Yes,Healthcare,0.0,Average,2.0,Cat_6,A
367,464527,Male,No,25,No,Executive,12.0,Low,3.0,Cat_6,A
370,467207,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,B
375,462124,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,A
380,460331,Female,No,35,No,Artist,5.0,Low,1.0,Cat_6,A
381,461494,Male,Yes,33,No,Engineer,0.0,Average,2.0,Cat_6,B
382,460035,Female,No,25,Yes,Artist,0.0,Low,6.0,Cat_6,A
383,463812,Female,Yes,27,Yes,Artist,0.0,Average,2.0,Cat_4,B
384,465569,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_6,A
387,462723,Female,Yes,46,No,Artist,8.0,Average,2.0,Cat_6,B
390,462404,Female,No,26,Yes,Artist,9.0,Low,1.0,Cat_6,A
391,461799,Male,Yes,43,Yes,Doctor,13.0,High,2.0,Cat_6,B
392,459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6,A
396,462769,Female,Yes,42,No,Homemaker,6.0,High,4.0,Cat_6,B
397,465532,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0,Cat_4,A
404,462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2,B
405,466890,Male,Yes,47,Yes,Artist,0.0,Average,6.0,Cat_7,B
406,462888,Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,B
410,460873,Male,Yes,46,Yes,Entertainment,0.0,Average,3.0,Cat_4,B
411,466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
412,459462,Male,Yes,66,Yes,Artist,0.0,High,2.0,Cat_6,B
414,462348,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,B
415,460941,Male,Yes,72,No,Engineer,1.0,Low,1.0,Cat_6,A
416,461629,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,B
419,460916,Male,Yes,63,No,Entertainment,1.0,Average,,Cat_6,B
421,465444,Female,No,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,B
423,466412,Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6,B
424,459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6,A
426,460216,Female,No,62,No,Entertainment,2.0,Low,1.0,Cat_6,A
427,467941,Female,No,27,Yes,Doctor,1.0,Low,3.0,Cat_6,A
428,466090,Male,Yes,57,Yes,Entertainment,1.0,Low,,Cat_6,A
429,462572,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4,A
430,467443,Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3,A
431,462548,Male,No,18,,Executive,,Low,5.0,Cat_4,A
432,459701,Male,No,47,No,Artist,3.0,Low,3.0,Cat_5,B
433,461139,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,A
434,461115,Female,Yes,32,No,Engineer,5.0,Low,3.0,Cat_1,A
435,459027,Male,Yes,67,Yes,Doctor,1.0,Average,4.0,Cat_6,B
438,460857,Male,No,31,No,Entertainment,1.0,Low,1.0,Cat_4,A
439,464300,Male,Yes,42,Yes,Artist,0.0,Low,3.0,Cat_4,A
443,461546,Female,Yes,72,No,Lawyer,1.0,Low,3.0,Cat_6,A
444,467780,Male,Yes,47,Yes,Artist,,Low,3.0,Cat_6,A
446,464684,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,A
447,462276,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_6,A
448,462142,Female,No,42,Yes,Artist,,Low,1.0,Cat_6,B
450,466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4,B
458,464126,Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6,B
461,460163,Male,No,28,No,Healthcare,0.0,Low,2.0,Cat_4,A
462,461958,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,A
463,464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,B
464,464791,Male,Yes,42,No,Marketing,0.0,High,6.0,Cat_4,A
466,463531,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6,A
472,461595,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,A
474,462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6,B
476,459143,Male,Yes,47,No,Artist,0.0,High,4.0,Cat_6,B
477,464532,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,A
479,466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,Cat_1,A
486,461766,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4,A
487,464938,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,A
488,462034,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,B
490,467925,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,A
491,463711,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6,A
494,463249,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7,A
495,464217,Female,No,32,No,Healthcare,12.0,Low,3.0,Cat_6,A
496,463378,Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,B
502,459255,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
503,467385,Male,No,47,No,Artist,1.0,Low,,Cat_4,A
504,467492,Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7,A
510,460685,Male,No,51,,Artist,6.0,Low,4.0,Cat_4,B
511,460452,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1,B
512,459322,Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6,A
513,464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,A
515,465165,Male,No,61,Yes,Artist,0.0,Low,1.0,Cat_6,B
516,464526,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,A
517,460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,A
518,465417,Male,Yes,40,Yes,Entertainment,,Average,2.0,Cat_4,B
520,464891,Male,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4,A
524,465181,Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,A
527,459468,Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6,B
528,467316,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,A
530,463757,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B
531,462314,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,A
532,466392,Female,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,B
533,466652,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B
536,466790,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,A
537,463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,B
540,459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,B
543,459947,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,B
546,466338,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4,A
549,466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B
552,461125,Male,Yes,51,Yes,Homemaker,1.0,Low,,Cat_4,A
553,463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,A
555,465879,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
556,463961,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4,A
557,462634,Female,Yes,43,No,Artist,0.0,Average,3.0,Cat_4,A
560,467785,Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,B
561,461928,Male,Yes,69,Yes,Lawyer,,Low,1.0,,A
567,465414,Female,No,30,No,Engineer,0.0,Low,1.0,,B
569,462312,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,A
573,466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,A
576,462713,Female,No,40,Yes,Engineer,,Low,1.0,Cat_3,B
582,460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
583,464319,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,A
585,459873,Male,Yes,55,Yes,Artist,,Average,3.0,Cat_4,A
586,461608,Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,A
588,461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
590,462677,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,B
591,465006,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
596,466044,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6,A
597,461163,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,B
598,467106,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,B
602,459010,Female,Yes,48,Yes,Artist,,Average,3.0,Cat_6,B
603,466537,Female,Yes,83,No,Lawyer,,Low,2.0,Cat_6,A
604,459046,Male,Yes,57,Yes,Executive,,Low,4.0,Cat_2,A
606,462695,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,A
610,461609,Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B
614,462536,Female,Yes,48,No,Engineer,1.0,High,,Cat_6,B
619,461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,A
620,460027,Female,No,37,Yes,Entertainment,6.0,Low,,Cat_6,A
622,464106,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
627,467543,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B
629,463040,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,B
632,467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,A
633,459366,Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,A
634,460689,Male,Yes,41,,Executive,6.0,High,2.0,Cat_3,A
635,462167,Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,A
640,463399,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3,A
647,466457,Female,Yes,62,,Lawyer,8.0,Low,5.0,Cat_6,A
648,463909,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
649,466099,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
651,463951,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,A
653,465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,A
654,466718,Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,B
655,464219,Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,A
656,467098,Male,Yes,87,No,Executive,1.0,Low,2.0,Cat_6,A
657,467451,Female,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1,A
659,462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,A
660,467459,Male,Yes,40,Yes,Executive,,High,5.0,Cat_6,B
661,460308,Female,No,32,Yes,Doctor,7.0,Low,,Cat_2,A
666,466173,Male,No,28,No,Entertainment,1.0,Low,,Cat_3,A
667,464136,Male,Yes,69,Yes,Artist,0.0,Average,3.0,Cat_6,A
672,461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,B
679,463960,Male,Yes,26,Yes,Doctor,1.0,Average,2.0,Cat_7,A
683,466267,Male,Yes,26,Yes,Entertainment,0.0,Average,3.0,Cat_3,A
685,465898,Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6,A
692,463877,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,A
695,465448,Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_2,A
696,463041,Female,Yes,43,Yes,Artist,,Average,4.0,Cat_2,B
698,467233,Female,No,67,No,Artist,1.0,Low,2.0,Cat_6,B
699,465264,Male,Yes,88,No,Executive,0.0,Low,1.0,Cat_6,A
703,461245,Male,Yes,39,Yes,,5.0,Average,3.0,Cat_6,A
704,467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,B
706,461499,Female,Yes,25,No,Engineer,0.0,Average,2.0,Cat_4,A
707,465936,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,B
709,466376,Female,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6,B
714,463455,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6,B
716,463959,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6,B
722,463302,Female,Yes,58,Yes,Engineer,,High,4.0,Cat_6,B
723,462659,Male,Yes,25,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
725,462071,Male,Yes,43,No,Doctor,0.0,Low,2.0,Cat_6,A
727,463664,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_6,A
730,465900,Female,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
732,464490,Male,Yes,85,Yes,Artist,1.0,High,4.0,Cat_6,A
734,460411,Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6,A
735,466491,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,B
736,459062,Male,,48,Yes,Executive,,High,5.0,Cat_6,B
738,463308,Male,Yes,53,Yes,Engineer,1.0,Low,2.0,Cat_3,A
739,463478,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,B
