,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
71,460219,Female,Yes,51,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
73,460191,Female,No,33,No,Healthcare,8.0,Low,4.0,Cat_6,D
76,463250,Female,No,36,Yes,Doctor,0.0,Low,2.0,Cat_6,D
77,463952,Male,Yes,51,No,Artist,4.0,Low,3.0,Cat_4,A
79,466567,Female,No,49,Yes,,1.0,Low,1.0,Cat_6,D
81,463814,Female,No,26,No,Healthcare,6.0,Low,3.0,Cat_5,D
82,466938,Male,Yes,63,Yes,Artist,8.0,Low,1.0,Cat_6,A
84,462204,Female,No,19,No,Marketing,1.0,Low,3.0,Cat_4,A
85,461671,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_6,D
88,464734,Female,No,42,No,Entertainment,7.0,Low,3.0,Cat_4,D
89,464125,Male,Yes,40,No,Doctor,0.0,Average,2.0,Cat_3,D
93,463338,Male,Yes,32,No,Entertainment,1.0,Low,2.0,Cat_3,D
95,463845,Male,Yes,58,Yes,Artist,,Average,1.0,Cat_6,D
96,459976,Female,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,D
99,462600,Male,Yes,30,No,Engineer,3.0,Average,3.0,Cat_4,D
102,462806,Male,Yes,52,No,Artist,0.0,Low,3.0,Cat_4,A
103,463426,Male,Yes,38,No,Executive,0.0,High,5.0,Cat_6,A
105,462979,Male,No,18,No,Doctor,1.0,Low,2.0,Cat_6,D
106,462834,Male,Yes,30,Yes,Homemaker,3.0,Low,2.0,Cat_1,D
107,460764,Male,No,86,No,Lawyer,1.0,Low,1.0,Cat_6,D
108,466466,Female,,19,No,Healthcare,6.0,Low,5.0,Cat_3,D
109,460185,Male,No,25,No,Healthcare,9.0,Low,3.0,Cat_6,D
110,459749,Male,Yes,59,Yes,Entertainment,,Low,4.0,Cat_4,A
111,464406,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
114,467905,Male,Yes,43,Yes,Executive,0.0,High,3.0,Cat_6,D
116,460765,Male,Yes,80,No,Lawyer,1.0,Low,1.0,Cat_6,D
118,465827,Male,No,27,No,,2.0,Low,7.0,Cat_4,D
119,462332,Female,Yes,37,Yes,Artist,1.0,High,2.0,Cat_7,A
123,461094,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
124,462104,Male,Yes,39,No,Entertainment,9.0,Low,2.0,Cat_3,D
125,464524,Female,Yes,27,No,Marketing,1.0,Low,2.0,Cat_6,A
126,466295,Female,Yes,42,No,Engineer,0.0,Low,,Cat_6,A
128,467857,Female,Yes,28,Yes,Engineer,0.0,Low,2.0,Cat_6,A
130,465215,Male,Yes,39,Yes,Executive,9.0,High,5.0,Cat_2,A
132,464857,Male,No,18,No,Healthcare,6.0,Low,4.0,Cat_4,D
133,459478,Male,Yes,46,Yes,Artist,,Low,1.0,Cat_6,A
135,459853,Male,No,30,No,Executive,5.0,Low,5.0,Cat_6,A
137,460410,Female,No,39,Yes,Artist,3.0,Low,4.0,Cat_6,D
138,463823,Female,No,29,No,Marketing,8.0,Low,4.0,Cat_6,D
140,459750,Female,Yes,39,Yes,Engineer,0.0,Average,2.0,Cat_6,A
146,464904,Female,Yes,28,No,Engineer,9.0,Average,2.0,Cat_4,A
148,467092,Female,No,28,Yes,Healthcare,7.0,Low,4.0,Cat_6,D
150,464972,Male,Yes,67,No,Lawyer,0.0,High,9.0,Cat_4,A
151,467959,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_2,A
155,461191,Female,Yes,45,Yes,Marketing,8.0,Low,4.0,Cat_6,D
161,460258,Female,No,25,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
162,462813,Male,Yes,37,No,Executive,0.0,Average,5.0,Cat_6,A
167,463497,Male,No,32,Yes,Artist,0.0,Low,5.0,Cat_6,D
176,464866,Female,No,23,No,Engineer,11.0,Low,1.0,Cat_3,D
177,461081,Female,No,20,No,Healthcare,2.0,Low,6.0,Cat_6,D
178,467896,Female,No,22,No,Healthcare,4.0,Low,3.0,Cat_6,D
179,463991,Female,No,31,Yes,Engineer,8.0,Low,1.0,Cat_6,A
184,467934,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,A
186,459576,Female,Yes,85,No,Lawyer,,Low,,,A
187,467910,Female,No,21,No,Doctor,1.0,Low,3.0,Cat_7,A
188,467335,Female,Yes,41,No,Engineer,4.0,Average,2.0,Cat_6,D
192,459395,Male,Yes,42,No,Executive,8.0,Low,2.0,Cat_6,D
195,466544,Male,Yes,41,Yes,Executive,1.0,Average,3.0,Cat_6,A
196,463610,Female,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_6,A
198,459823,Male,Yes,67,Yes,Executive,1.0,Low,2.0,Cat_6,A
201,466065,Male,,19,No,Healthcare,9.0,Low,3.0,Cat_3,D
202,464863,Female,Yes,25,No,Engineer,6.0,Average,8.0,Cat_4,D
203,460022,Female,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,A
204,459929,Male,Yes,63,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
205,466613,Male,No,23,No,Healthcare,8.0,Low,3.0,Cat_6,D
206,461149,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_3,D
215,462742,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,D
218,462934,Male,Yes,56,No,Executive,,High,2.0,Cat_6,A
219,465837,Male,No,62,Yes,,0.0,Low,1.0,Cat_6,A
221,467515,Male,Yes,28,Yes,Engineer,0.0,Average,2.0,Cat_6,A
222,463429,Female,No,28,Yes,Artist,7.0,Low,3.0,Cat_6,A
223,464024,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_7,D
224,460691,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_3,D
225,461825,Female,No,56,No,Engineer,,Low,1.0,Cat_6,A
228,464801,Male,No,40,No,Marketing,1.0,Low,1.0,Cat_4,D
229,459429,Female,Yes,25,Yes,Healthcare,,Low,2.0,Cat_6,D
230,459888,Female,Yes,74,No,Lawyer,,High,2.0,Cat_6,D
231,463467,Female,No,23,No,Healthcare,0.0,Low,4.0,,D
233,461282,Male,No,21,No,Healthcare,0.0,Low,4.0,,D
234,460448,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_3,A
237,467252,Female,No,33,Yes,,0.0,Low,4.0,,D
242,465693,Female,Yes,25,Yes,Healthcare,1.0,High,4.0,Cat_4,A
245,461550,Male,Yes,37,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
246,462438,Male,No,22,No,Doctor,1.0,Low,3.0,Cat_2,D
248,464884,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_4,A
250,460738,Female,No,49,No,Engineer,1.0,Low,,Cat_7,A
252,459488,Male,Yes,47,No,Artist,,Average,4.0,Cat_6,A
255,462318,Female,Yes,82,No,Lawyer,0.0,Average,2.0,Cat_6,A
256,466078,Female,Yes,51,No,Executive,,Low,1.0,Cat_6,A
257,460792,Female,No,42,No,Homemaker,11.0,Low,,Cat_6,A
258,460197,Male,No,38,Yes,Artist,8.0,Low,3.0,Cat_2,A
259,459375,Male,Yes,18,No,Executive,0.0,High,4.0,Cat_6,A
261,460144,Female,No,46,Yes,Doctor,1.0,Low,,Cat_3,A
262,462721,Female,Yes,72,No,Lawyer,1.0,High,3.0,Cat_6,D
265,466915,Female,Yes,75,No,Entertainment,2.0,High,2.0,Cat_2,D
268,464868,Male,Yes,36,Yes,Entertainment,6.0,Low,6.0,Cat_4,A
269,464038,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,A
271,462161,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_6,D
272,464841,Male,,19,No,Entertainment,0.0,High,3.0,Cat_4,D
278,459494,Female,Yes,69,No,Engineer,9.0,Low,3.0,Cat_6,A
279,466921,Female,No,22,No,Healthcare,3.0,Low,3.0,Cat_6,D
281,461167,Male,Yes,29,Yes,Marketing,1.0,High,2.0,Cat_3,A
283,462408,Male,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,A
286,467216,Female,No,26,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
287,460586,Male,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
288,461197,Male,No,28,No,Marketing,0.0,Low,1.0,Cat_3,D
291,464088,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,D
293,464695,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_4,D
294,462331,Female,No,31,No,Entertainment,0.0,Low,2.0,Cat_6,D
296,465337,Female,Yes,43,No,Engineer,1.0,Low,3.0,Cat_7,A
297,460834,Male,Yes,25,No,Doctor,1.0,Low,2.0,Cat_1,A
298,466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Cat_6,A
301,459532,Female,Yes,27,Yes,Healthcare,,Low,2.0,Cat_6,D
302,466999,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
303,466597,Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_6,D
310,460718,Male,Yes,55,No,Executive,3.0,Low,,Cat_4,D
313,463738,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,A
314,465967,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6,A
316,467234,Female,No,30,No,Homemaker,0.0,Low,4.0,Cat_6,D
319,459768,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
321,467714,Male,Yes,89,Yes,Lawyer,13.0,Low,1.0,Cat_6,A
322,467730,Male,No,18,No,Healthcare,,Low,4.0,Cat_6,D
323,459474,Male,No,25,Yes,Doctor,6.0,Low,1.0,Cat_2,D
324,460093,Female,No,45,Yes,Artist,4.0,Low,1.0,Cat_3,A
325,467865,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_4,A
326,465758,Female,Yes,37,No,Engineer,7.0,Low,1.0,Cat_4,D
328,462618,Female,No,32,Yes,Healthcare,1.0,Low,5.0,Cat_4,D
334,465842,Female,No,36,Yes,Entertainment,10.0,Low,2.0,Cat_6,A
335,464622,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,A
336,462083,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_6,D
337,460910,Male,No,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
338,460255,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6,A
342,465192,Male,Yes,55,No,Artist,0.0,Low,1.0,Cat_6,A
343,463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3,A
345,467086,Female,Yes,83,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
346,460306,Female,No,39,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
347,460752,Male,Yes,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
354,463719,Female,No,26,No,Doctor,0.0,Low,1.0,Cat_6,D
355,460032,Male,No,36,Yes,Engineer,8.0,Low,1.0,Cat_6,A
356,465175,Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6,D
357,466610,Male,No,19,No,Marketing,0.0,Low,5.0,Cat_6,A
358,459036,Female,Yes,20,Yes,Lawyer,1.0,Average,3.0,Cat_3,A
359,464047,Male,No,43,Yes,Healthcare,3.0,Low,3.0,Cat_6,D
360,459496,Female,No,42,Yes,Artist,,Low,3.0,Cat_6,A
361,459997,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_4,A
363,460967,Male,No,25,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
365,461229,Female,Yes,28,Yes,Healthcare,0.0,Average,2.0,Cat_6,A
366,466442,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,D
367,464527,Male,No,25,No,Executive,12.0,Low,3.0,Cat_6,A
368,463560,Female,No,18,No,Healthcare,9.0,Low,5.0,Cat_4,D
371,465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
372,467531,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
373,465409,Female,No,31,No,Doctor,,Low,4.0,Cat_6,D
374,462842,Male,No,23,No,Doctor,6.0,Low,4.0,Cat_2,D
375,462124,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,A
379,460280,Male,Yes,39,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
380,460331,Female,No,35,No,Artist,5.0,Low,1.0,Cat_6,A
382,460035,Female,No,25,Yes,Artist,0.0,Low,6.0,Cat_6,A
384,465569,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_6,A
388,460909,Female,No,31,No,Healthcare,,Low,2.0,Cat_6,D
390,462404,Female,No,26,Yes,Artist,9.0,Low,1.0,Cat_6,A
392,459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6,A
394,463652,Female,No,28,Yes,Artist,,Low,1.0,Cat_6,D
395,462149,Female,Yes,89,No,Lawyer,3.0,High,1.0,Cat_6,D
397,465532,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0,Cat_4,A
398,462829,Male,Yes,29,No,Executive,1.0,Average,3.0,Cat_6,D
400,464659,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_4,D
401,461411,Male,No,29,No,Healthcare,1.0,Low,,Cat_6,D
408,466799,Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,D
409,466557,Female,No,21,No,Healthcare,7.0,Low,,Cat_6,D
413,465727,Male,No,42,No,Marketing,1.0,Low,5.0,Cat_4,D
415,460941,Male,Yes,72,No,Engineer,1.0,Low,1.0,Cat_6,A
418,467146,Female,No,27,No,Homemaker,9.0,Low,1.0,Cat_6,D
420,459196,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D
424,459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6,A
426,460216,Female,No,62,No,Entertainment,2.0,Low,1.0,Cat_6,A
427,467941,Female,No,27,Yes,Doctor,1.0,Low,3.0,Cat_6,A
428,466090,Male,Yes,57,Yes,Entertainment,1.0,Low,,Cat_6,A
429,462572,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4,A
430,467443,Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3,A
431,462548,Male,No,18,,Executive,,Low,5.0,Cat_4,A
433,461139,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,A
434,461115,Female,Yes,32,No,Engineer,5.0,Low,3.0,Cat_1,A
438,460857,Male,No,31,No,Entertainment,1.0,Low,1.0,Cat_4,A
439,464300,Male,Yes,42,Yes,Artist,0.0,Low,3.0,Cat_4,A
440,460532,Female,No,18,No,,0.0,Low,6.0,Cat_6,D
443,461546,Female,Yes,72,No,Lawyer,1.0,Low,3.0,Cat_6,A
444,467780,Male,Yes,47,Yes,Artist,,Low,3.0,Cat_6,A
446,464684,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,A
447,462276,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_6,A
449,462417,Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6,D
451,464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4,D
452,467520,Male,,22,No,Healthcare,,Low,2.0,Cat_6,D
453,459835,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D
457,460139,Male,No,26,No,Artist,6.0,Low,6.0,Cat_5,D
459,461286,Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6,D
461,460163,Male,No,28,No,Healthcare,0.0,Low,2.0,Cat_4,A
462,461958,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,A
464,464791,Male,Yes,42,No,Marketing,0.0,High,6.0,Cat_4,A
465,464579,Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,D
466,463531,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6,A
467,462651,Male,Yes,38,No,Executive,,High,5.0,Cat_4,D
469,460882,Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_3,D
470,467162,Female,No,26,No,Homemaker,9.0,Low,,Cat_4,D
472,461595,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,A
475,462941,Male,No,67,No,Lawyer,,Low,2.0,Cat_6,D
477,464532,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,A
479,466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,Cat_1,A
481,461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
482,465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,D
483,459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
484,465609,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
485,467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,D
486,461766,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4,A
487,464938,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,A
490,467925,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,A
491,463711,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6,A
494,463249,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7,A
495,464217,Female,No,32,No,Healthcare,12.0,Low,3.0,Cat_6,A
497,463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,D
498,459656,Male,No,22,No,,,Low,6.0,Cat_1,D
500,465309,Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_7,D
501,462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
502,459255,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
503,467385,Male,No,47,No,Artist,1.0,Low,,Cat_4,A
504,467492,Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7,A
505,460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,D
507,464026,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,D
512,459322,Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6,A
513,464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,A
516,464526,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,A
517,460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,A
520,464891,Male,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4,A
522,467708,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
524,465181,Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,A
525,467204,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D
526,467320,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,D
528,467316,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,A
531,462314,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,A
536,466790,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,A
546,466338,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4,A
550,463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,D
551,460825,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,D
552,461125,Male,Yes,51,Yes,Homemaker,1.0,Low,,Cat_4,A
553,463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,A
554,467415,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
555,465879,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
556,463961,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4,A
557,462634,Female,Yes,43,No,Artist,0.0,Average,3.0,Cat_4,A
561,461928,Male,Yes,69,Yes,Lawyer,,Low,1.0,,A
562,460578,Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7,D
563,460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
564,467468,Female,No,27,No,Healthcare,,Low,5.0,Cat_7,D
565,463581,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
566,463968,Male,No,33,No,Artist,,Low,4.0,Cat_6,D
568,464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,D
569,462312,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,A
570,467971,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,D
571,464746,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,D
573,466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,A
578,462222,Male,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,D
580,463006,Female,No,41,Yes,Marketing,,Low,1.0,Cat_6,D
582,460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
583,464319,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,A
584,462828,Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5,D
585,459873,Male,Yes,55,Yes,Artist,,Average,3.0,Cat_4,A
586,461608,Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,A
588,461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
589,464826,Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4,D
591,465006,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
592,463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6,D
593,459816,Male,Yes,37,Yes,Doctor,,Low,2.0,Cat_6,D
594,459002,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D
595,465990,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,D
596,466044,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6,A
599,467373,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D
601,466522,Male,,18,No,,6.0,High,4.0,Cat_3,D
603,466537,Female,Yes,83,No,Lawyer,,Low,2.0,Cat_6,A
604,459046,Male,Yes,57,Yes,Executive,,Low,4.0,Cat_2,A
605,459335,Male,No,26,Yes,Healthcare,,Low,3.0,Cat_1,D
606,462695,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,A
613,465255,Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,D
615,461186,Female,No,18,No,Healthcare,,Low,3.0,Cat_3,D
617,461385,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D
618,459115,Female,No,21,No,Marketing,1.0,Low,5.0,Cat_4,D
619,461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,A
620,460027,Female,No,37,Yes,Entertainment,6.0,Low,,Cat_6,A
621,460366,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,D
622,464106,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
625,467963,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
626,462437,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,D
631,461955,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
632,467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,A
633,459366,Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,A
634,460689,Male,Yes,41,,Executive,6.0,High,2.0,Cat_3,A
635,462167,Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,A
636,466752,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
637,462778,Male,Yes,60,Yes,Entertainment,0.0,Low,,Cat_6,D
640,463399,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3,A
641,465538,Male,Yes,62,No,,7.0,High,2.0,Cat_6,D
642,464878,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D
643,467599,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
645,463576,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_6,D
647,466457,Female,Yes,62,,Lawyer,8.0,Low,5.0,Cat_6,A
651,463951,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,A
653,465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,A
655,464219,Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,A
656,467098,Male,Yes,87,No,Executive,1.0,Low,2.0,Cat_6,A
657,467451,Female,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1,A
659,462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,A
661,460308,Female,No,32,Yes,Doctor,7.0,Low,,Cat_2,A
