,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
285,465151,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_6,B
286,467216,Female,No,26,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
288,461197,Male,No,28,No,Marketing,0.0,Low,1.0,Cat_3,D
290,465058,Female,No,43,,Entertainment,,Low,1.0,Cat_6,B
291,464088,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,D
293,464695,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_4,D
294,462331,Female,No,31,No,Entertainment,0.0,Low,2.0,Cat_6,D
295,466523,Male,Yes,39,Yes,Executive,1.0,High,3.0,Cat_3,B
299,461607,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3,B
301,459532,Female,Yes,27,Yes,Healthcare,,Low,2.0,Cat_6,D
302,466999,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
303,466597,Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_6,D
304,464075,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,B
305,463394,Male,Yes,41,Yes,Marketing,,High,2.0,Cat_6,B
307,463895,Female,Yes,70,No,Doctor,0.0,Average,2.0,Cat_6,B
308,464767,Female,Yes,53,No,Engineer,8.0,Average,4.0,Cat_4,B
309,464763,Female,Yes,49,No,Engineer,,Average,4.0,Cat_4,B
310,460718,Male,Yes,55,No,Executive,3.0,Low,,Cat_4,D
312,466374,Male,Yes,83,No,Lawyer,,Low,1.0,Cat_4,B
316,467234,Female,No,30,No,Homemaker,0.0,Low,4.0,Cat_6,D
317,466573,Female,No,37,Yes,Artist,5.0,Low,2.0,Cat_6,B
318,463229,Female,No,22,No,Marketing,0.0,Low,1.0,Cat_5,B
319,459768,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
320,462541,Male,Yes,70,Yes,Engineer,4.0,High,2.0,Cat_6,B
322,467730,Male,No,18,No,Healthcare,,Low,4.0,Cat_6,D
323,459474,Male,No,25,Yes,Doctor,6.0,Low,1.0,Cat_2,D
326,465758,Female,Yes,37,No,Engineer,7.0,Low,1.0,Cat_4,D
327,464184,Female,Yes,39,No,Engineer,4.0,Average,2.0,Cat_6,B
328,462618,Female,No,32,Yes,Healthcare,1.0,Low,5.0,Cat_4,D
330,465432,Female,Yes,58,Yes,Engineer,0.0,Average,4.0,Cat_4,B
336,462083,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_6,D
340,464306,Male,No,29,Yes,Artist,3.0,Low,1.0,Cat_6,B
341,466835,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_7,B
346,460306,Female,No,39,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
351,465277,Female,No,53,Yes,Engineer,,Low,1.0,Cat_6,B
352,467426,Female,Yes,86,No,Lawyer,,Low,,Cat_6,B
353,466258,Female,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,B
354,463719,Female,No,26,No,Doctor,0.0,Low,1.0,Cat_6,D
356,465175,Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6,D
359,464047,Male,No,43,Yes,Healthcare,3.0,Low,3.0,Cat_6,D
362,463382,Female,Yes,50,Yes,Engineer,4.0,High,3.0,Cat_6,B
364,465094,Male,Yes,61,No,Artist,1.0,High,2.0,Cat_6,B
366,466442,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,D
368,463560,Female,No,18,No,Healthcare,9.0,Low,5.0,Cat_4,D
370,467207,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,B
371,465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
372,467531,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
373,465409,Female,No,31,No,Doctor,,Low,4.0,Cat_6,D
374,462842,Male,No,23,No,Doctor,6.0,Low,4.0,Cat_2,D
379,460280,Male,Yes,39,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
381,461494,Male,Yes,33,No,Engineer,0.0,Average,2.0,Cat_6,B
383,463812,Female,Yes,27,Yes,Artist,0.0,Average,2.0,Cat_4,B
387,462723,Female,Yes,46,No,Artist,8.0,Average,2.0,Cat_6,B
388,460909,Female,No,31,No,Healthcare,,Low,2.0,Cat_6,D
391,461799,Male,Yes,43,Yes,Doctor,13.0,High,2.0,Cat_6,B
394,463652,Female,No,28,Yes,Artist,,Low,1.0,Cat_6,D
395,462149,Female,Yes,89,No,Lawyer,3.0,High,1.0,Cat_6,D
396,462769,Female,Yes,42,No,Homemaker,6.0,High,4.0,Cat_6,B
398,462829,Male,Yes,29,No,Executive,1.0,Average,3.0,Cat_6,D
400,464659,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_4,D
401,461411,Male,No,29,No,Healthcare,1.0,Low,,Cat_6,D
404,462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2,B
405,466890,Male,Yes,47,Yes,Artist,0.0,Average,6.0,Cat_7,B
406,462888,Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,B
408,466799,Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,D
409,466557,Female,No,21,No,Healthcare,7.0,Low,,Cat_6,D
410,460873,Male,Yes,46,Yes,Entertainment,0.0,Average,3.0,Cat_4,B
411,466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
412,459462,Male,Yes,66,Yes,Artist,0.0,High,2.0,Cat_6,B
413,465727,Male,No,42,No,Marketing,1.0,Low,5.0,Cat_4,D
414,462348,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,B
416,461629,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,B
418,467146,Female,No,27,No,Homemaker,9.0,Low,1.0,Cat_6,D
419,460916,Male,Yes,63,No,Entertainment,1.0,Average,,Cat_6,B
420,459196,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D
421,465444,Female,No,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,B
423,466412,Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6,B
432,459701,Male,No,47,No,Artist,3.0,Low,3.0,Cat_5,B
435,459027,Male,Yes,67,Yes,Doctor,1.0,Average,4.0,Cat_6,B
440,460532,Female,No,18,No,,0.0,Low,6.0,Cat_6,D
448,462142,Female,No,42,Yes,Artist,,Low,1.0,Cat_6,B
449,462417,Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6,D
450,466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4,B
451,464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4,D
452,467520,Male,,22,No,Healthcare,,Low,2.0,Cat_6,D
453,459835,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D
457,460139,Male,No,26,No,Artist,6.0,Low,6.0,Cat_5,D
458,464126,Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6,B
459,461286,Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6,D
463,464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,B
465,464579,Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,D
467,462651,Male,Yes,38,No,Executive,,High,5.0,Cat_4,D
469,460882,Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_3,D
470,467162,Female,No,26,No,Homemaker,9.0,Low,,Cat_4,D
474,462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6,B
475,462941,Male,No,67,No,Lawyer,,Low,2.0,Cat_6,D
476,459143,Male,Yes,47,No,Artist,0.0,High,4.0,Cat_6,B
481,461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
482,465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,D
483,459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
484,465609,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
485,467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,D
488,462034,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,B
496,463378,Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,B
497,463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,D
498,459656,Male,No,22,No,,,Low,6.0,Cat_1,D
500,465309,Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_7,D
501,462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
505,460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,D
507,464026,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,D
510,460685,Male,No,51,,Artist,6.0,Low,4.0,Cat_4,B
511,460452,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1,B
515,465165,Male,No,61,Yes,Artist,0.0,Low,1.0,Cat_6,B
518,465417,Male,Yes,40,Yes,Entertainment,,Average,2.0,Cat_4,B
522,467708,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
525,467204,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D
526,467320,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,D
527,459468,Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6,B
530,463757,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B
532,466392,Female,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,B
533,466652,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B
537,463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,B
540,459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,B
543,459947,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,B
549,466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B
550,463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,D
551,460825,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,D
554,467415,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
560,467785,Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,B
562,460578,Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7,D
563,460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
564,467468,Female,No,27,No,Healthcare,,Low,5.0,Cat_7,D
565,463581,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
566,463968,Male,No,33,No,Artist,,Low,4.0,Cat_6,D
567,465414,Female,No,30,No,Engineer,0.0,Low,1.0,,B
568,464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,D
570,467971,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,D
571,464746,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,D
576,462713,Female,No,40,Yes,Engineer,,Low,1.0,Cat_3,B
578,462222,Male,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,D
580,463006,Female,No,41,Yes,Marketing,,Low,1.0,Cat_6,D
584,462828,Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5,D
589,464826,Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4,D
590,462677,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,B
592,463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6,D
593,459816,Male,Yes,37,Yes,Doctor,,Low,2.0,Cat_6,D
594,459002,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D
595,465990,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,D
597,461163,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,B
598,467106,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,B
599,467373,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D
601,466522,Male,,18,No,,6.0,High,4.0,Cat_3,D
602,459010,Female,Yes,48,Yes,Artist,,Average,3.0,Cat_6,B
605,459335,Male,No,26,Yes,Healthcare,,Low,3.0,Cat_1,D
610,461609,Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B
613,465255,Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,D
614,462536,Female,Yes,48,No,Engineer,1.0,High,,Cat_6,B
615,461186,Female,No,18,No,Healthcare,,Low,3.0,Cat_3,D
617,461385,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D
618,459115,Female,No,21,No,Marketing,1.0,Low,5.0,Cat_4,D
621,460366,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,D
625,467963,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
626,462437,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,D
627,467543,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B
629,463040,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,B
631,461955,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
636,466752,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
637,462778,Male,Yes,60,Yes,Entertainment,0.0,Low,,Cat_6,D
641,465538,Male,Yes,62,No,,7.0,High,2.0,Cat_6,D
642,464878,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D
643,467599,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
645,463576,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_6,D
648,463909,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
649,466099,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
654,466718,Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,B
660,467459,Male,Yes,40,Yes,Executive,,High,5.0,Cat_6,B
662,467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6,D
664,465972,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,D
668,459286,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,D
669,463580,Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6,D
672,461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,B
673,458990,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6,D
674,461351,Female,No,26,No,Doctor,0.0,Low,2.0,Cat_6,D
678,463733,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
680,462395,Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6,D
682,464965,Male,Yes,76,No,Executive,,Low,7.0,Cat_4,D
687,461394,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,D
688,466269,Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2,D
689,466213,Male,No,23,No,Healthcare,4.0,Low,5.0,Cat_6,D
690,465550,Female,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3,D
691,463451,Female,No,30,No,Doctor,0.0,Low,4.0,Cat_6,D
693,459499,Female,Yes,81,No,Lawyer,,High,2.0,Cat_6,D
696,463041,Female,Yes,43,Yes,Artist,,Average,4.0,Cat_2,B
697,459325,Male,Yes,26,No,Executive,9.0,High,4.0,Cat_6,D
698,467233,Female,No,67,No,Artist,1.0,Low,2.0,Cat_6,B
700,461811,Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2,D
702,465368,Male,No,18,No,Healthcare,7.0,Low,3.0,Cat_1,D
704,467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,B
707,465936,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,B
709,466376,Female,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6,B
710,460215,Male,Yes,48,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
711,462076,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
712,465756,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D
713,463573,Male,No,29,No,Doctor,1.0,Low,2.0,Cat_6,D
714,463455,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6,B
715,460841,Female,No,61,Yes,Marketing,1.0,Low,1.0,Cat_6,D
716,463959,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6,B
717,461792,Female,No,23,No,Healthcare,6.0,Low,5.0,Cat_2,D
718,459118,Male,No,21,No,Healthcare,,Low,8.0,Cat_6,D
719,462791,Female,No,33,No,Healthcare,7.0,Low,4.0,Cat_5,D
720,460852,Male,Yes,74,No,Executive,0.0,Low,,,D
721,463102,Male,No,41,No,Entertainment,0.0,Low,2.0,Cat_6,D
722,463302,Female,Yes,58,Yes,Engineer,,High,4.0,Cat_6,B
724,463408,Male,No,33,No,Marketing,2.0,Low,3.0,Cat_6,D
726,464806,Male,Yes,25,No,Executive,1.0,Low,2.0,Cat_4,D
728,467795,Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_6,D
729,459141,Male,Yes,28,No,Artist,0.0,Average,2.0,Cat_6,D
733,461920,Male,No,30,Yes,Entertainment,0.0,Low,,Cat_6,D
735,466491,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,B
