,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
160,465710,Female,No,49,Yes,Artist,1.0,Low,1.0,Cat_6,C
163,463595,Female,No,32,No,Healthcare,1.0,Low,5.0,,C
164,467768,Male,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,C
165,465291,Female,Yes,45,Yes,Artist,5.0,Average,3.0,Cat_6,C
166,462996,Female,Yes,49,Yes,Homemaker,9.0,Average,3.0,Cat_6,C
168,465301,Female,Yes,40,Yes,Artist,0.0,Low,3.0,Cat_3,B
169,464702,Male,Yes,59,No,Artist,2.0,Average,2.0,Cat_4,C
170,459012,Male,Yes,48,Yes,Artist,3.0,Low,5.0,Cat_6,B
171,465053,Male,Yes,82,Yes,Executive,0.0,High,2.0,Cat_6,C
172,459420,Female,Yes,70,Yes,Lawyer,0.0,Low,2.0,Cat_6,B
173,464166,Male,No,31,Yes,Artist,5.0,Low,2.0,Cat_6,B
174,458987,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,C
175,467745,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_6,C
180,466620,Female,Yes,36,Yes,Artist,7.0,Average,2.0,Cat_6,C
181,462594,Male,Yes,52,No,Entertainment,,Average,5.0,Cat_4,B
182,462206,Female,No,29,Yes,Artist,,Low,1.0,Cat_4,B
183,460697,Male,Yes,40,Yes,Artist,4.0,Average,4.0,Cat_6,C
185,460054,Male,Yes,38,Yes,Artist,,Low,2.0,Cat_6,C
189,460263,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,B
190,459340,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,B
191,465622,Female,Yes,42,Yes,Artist,5.0,Low,2.0,Cat_6,C
193,467539,Male,Yes,48,Yes,Artist,,Average,4.0,Cat_7,C
194,466574,Male,Yes,59,Yes,Artist,7.0,Low,2.0,Cat_6,C
197,465539,Female,Yes,49,Yes,Artist,1.0,High,5.0,Cat_6,B
199,467614,Male,Yes,35,No,Artist,4.0,Average,2.0,Cat_6,B
200,459073,Female,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
207,466068,Female,Yes,53,Yes,Artist,2.0,Low,1.0,Cat_6,C
208,461513,Male,No,33,Yes,Doctor,0.0,Low,2.0,Cat_6,B
209,464761,Female,Yes,50,No,Engineer,,Average,4.0,Cat_2,B
210,466236,Female,Yes,69,Yes,Engineer,0.0,Low,2.0,Cat_4,B
211,459664,Male,No,37,Yes,Artist,2.0,Low,1.0,Cat_6,B
212,461967,Female,No,20,No,Marketing,3.0,Low,4.0,Cat_7,C
213,460516,Female,,85,No,Lawyer,0.0,High,1.0,Cat_3,C
214,461710,Female,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6,C
216,459528,Female,Yes,52,Yes,Doctor,0.0,Average,2.0,Cat_6,C
217,462691,Male,Yes,25,No,Doctor,,Average,2.0,Cat_4,B
220,464613,Female,No,35,,Artist,0.0,Low,3.0,Cat_6,B
226,467271,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,B
227,465634,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_4,B
232,462036,Female,Yes,67,Yes,Lawyer,0.0,High,2.0,Cat_6,B
235,464464,Male,No,28,No,Healthcare,0.0,Low,4.0,Cat_2,C
236,462410,Female,No,32,No,Healthcare,1.0,Low,5.0,Cat_7,B
238,459756,Female,Yes,56,No,Lawyer,1.0,High,4.0,Cat_4,B
239,463789,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6,C
240,466947,Male,Yes,57,No,Executive,1.0,High,5.0,Cat_6,C
241,464150,Female,Yes,59,Yes,Artist,0.0,Average,3.0,Cat_6,C
243,461670,Male,Yes,59,Yes,Artist,0.0,Average,6.0,Cat_6,C
244,466768,Female,Yes,36,Yes,Artist,0.0,Low,4.0,Cat_6,C
247,460704,Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_6,B
249,467050,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,B
251,466176,Male,No,38,Yes,Doctor,8.0,Low,1.0,Cat_2,B
253,467773,Male,Yes,70,Yes,Lawyer,1.0,High,3.0,Cat_6,C
254,465425,Female,No,31,No,Engineer,1.0,Low,4.0,Cat_6,B
260,463862,Male,Yes,50,Yes,Artist,6.0,Average,3.0,Cat_6,C
263,459637,Female,No,33,No,Engineer,,Low,4.0,Cat_6,C
264,465809,Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4,B
266,467343,Male,No,72,Yes,Artist,1.0,Low,1.0,Cat_6,B
267,466268,Female,Yes,72,Yes,Artist,0.0,Average,3.0,Cat_4,C
270,460176,Female,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_6,C
273,464893,Male,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_4,B
274,464443,Female,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B
275,467619,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,B
276,465974,Male,Yes,52,Yes,Executive,7.0,High,4.0,Cat_4,C
277,462075,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,B
280,463544,Male,Yes,47,Yes,Executive,1.0,Average,4.0,Cat_6,C
282,467364,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_3,C
284,466224,Female,No,38,Yes,Healthcare,0.0,Low,1.0,Cat_2,C
285,465151,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_6,B
289,462776,Female,Yes,53,Yes,Engineer,1.0,Average,3.0,Cat_6,C
290,465058,Female,No,43,,Entertainment,,Low,1.0,Cat_6,B
292,459471,Female,No,32,No,Artist,,Low,8.0,Cat_6,C
295,466523,Male,Yes,39,Yes,Executive,1.0,High,3.0,Cat_3,B
299,461607,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3,B
300,465091,Male,Yes,63,Yes,Entertainment,,Average,3.0,Cat_6,C
304,464075,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,B
305,463394,Male,Yes,41,Yes,Marketing,,High,2.0,Cat_6,B
306,462163,Female,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_3,C
307,463895,Female,Yes,70,No,Doctor,0.0,Average,2.0,Cat_6,B
308,464767,Female,Yes,53,No,Engineer,8.0,Average,4.0,Cat_4,B
309,464763,Female,Yes,49,No,Engineer,,Average,4.0,Cat_4,B
311,461989,Female,,57,Yes,Engineer,0.0,Average,4.0,Cat_2,C
312,466374,Male,Yes,83,No,Lawyer,,Low,1.0,Cat_4,B
315,462260,Male,Yes,74,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
317,466573,Female,No,37,Yes,Artist,5.0,Low,2.0,Cat_6,B
318,463229,Female,No,22,No,Marketing,0.0,Low,1.0,Cat_5,B
320,462541,Male,Yes,70,Yes,Engineer,4.0,High,2.0,Cat_6,B
327,464184,Female,Yes,39,No,Engineer,4.0,Average,2.0,Cat_6,B
329,464226,Female,Yes,62,Yes,Artist,2.0,Average,3.0,Cat_6,C
330,465432,Female,Yes,58,Yes,Engineer,0.0,Average,4.0,Cat_4,B
331,464087,Female,No,32,No,Engineer,,Low,4.0,Cat_6,C
332,466627,Male,No,25,No,Healthcare,0.0,Low,5.0,Cat_6,C
333,467380,Female,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C
339,460109,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
340,464306,Male,No,29,Yes,Artist,3.0,Low,1.0,Cat_6,B
341,466835,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_7,B
344,462391,Female,No,26,No,Healthcare,1.0,Low,8.0,Cat_7,C
348,467264,Male,Yes,19,No,Marketing,2.0,High,5.0,Cat_6,C
349,461646,Female,Yes,60,Yes,Artist,,High,4.0,Cat_6,C
350,463570,Male,Yes,35,Yes,Artist,,Average,4.0,Cat_6,C
351,465277,Female,No,53,Yes,Engineer,,Low,1.0,Cat_6,B
352,467426,Female,Yes,86,No,Lawyer,,Low,,Cat_6,B
353,466258,Female,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,B
362,463382,Female,Yes,50,Yes,Engineer,4.0,High,3.0,Cat_6,B
364,465094,Male,Yes,61,No,Artist,1.0,High,2.0,Cat_6,B
369,460011,Male,Yes,43,Yes,Entertainment,1.0,Average,5.0,Cat_5,C
370,467207,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,B
376,466265,Male,No,30,No,Doctor,1.0,Low,1.0,Cat_3,C
377,459789,Male,Yes,56,No,Artist,1.0,Average,2.0,Cat_6,C
378,464223,Female,Yes,52,Yes,Artist,2.0,Low,2.0,Cat_6,C
381,461494,Male,Yes,33,No,Engineer,0.0,Average,2.0,Cat_6,B
383,463812,Female,Yes,27,Yes,Artist,0.0,Average,2.0,Cat_4,B
385,466333,Female,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,C
386,467668,Female,Yes,49,Yes,Artist,,Average,3.0,Cat_7,C
387,462723,Female,Yes,46,No,Artist,8.0,Average,2.0,Cat_6,B
389,467777,Male,No,49,Yes,Doctor,,Low,1.0,Cat_6,C
391,461799,Male,Yes,43,Yes,Doctor,13.0,High,2.0,Cat_6,B
393,463717,Female,Yes,70,Yes,Artist,1.0,Average,4.0,Cat_6,C
396,462769,Female,Yes,42,No,Homemaker,6.0,High,4.0,Cat_6,B
399,459210,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C
402,467759,Female,Yes,48,Yes,Doctor,0.0,Low,2.0,Cat_6,C
403,461475,Female,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_1,C
404,462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2,B
405,466890,Male,Yes,47,Yes,Artist,0.0,Average,6.0,Cat_7,B
406,462888,Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,B
407,467479,Male,Yes,35,Yes,Executive,1.0,Average,4.0,Cat_6,C
410,460873,Male,Yes,46,Yes,Entertainment,0.0,Average,3.0,Cat_4,B
411,466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
412,459462,Male,Yes,66,Yes,Artist,0.0,High,2.0,Cat_6,B
414,462348,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,B
416,461629,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,B
417,459907,Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6,C
419,460916,Male,Yes,63,No,Entertainment,1.0,Average,,Cat_6,B
421,465444,Female,No,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,B
422,464186,Female,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,C
423,466412,Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6,B
425,467880,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,C
432,459701,Male,No,47,No,Artist,3.0,Low,3.0,Cat_5,B
435,459027,Male,Yes,67,Yes,Doctor,1.0,Average,4.0,Cat_6,B
436,467340,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,C
437,461410,Male,Yes,79,No,,0.0,Average,2.0,,C
441,463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2,C
442,461392,Male,Yes,71,Yes,Artist,0.0,Average,5.0,Cat_6,C
445,462130,Male,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6,C
448,462142,Female,No,42,Yes,Artist,,Low,1.0,Cat_6,B
450,466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4,B
454,463855,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
455,460344,Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6,C
456,466211,Male,Yes,47,Yes,Artist,0.0,Low,,Cat_6,C
458,464126,Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6,B
460,461621,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,C
463,464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,B
468,465486,Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6,C
471,461298,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6,C
473,459260,Male,Yes,37,Yes,Artist,0.0,Average,4.0,Cat_7,C
474,462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6,B
476,459143,Male,Yes,47,No,Artist,0.0,High,4.0,Cat_6,B
478,460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
480,465469,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6,C
488,462034,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,B
489,464049,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
492,463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,C
493,462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7,C
496,463378,Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,B
499,463114,Male,No,41,Yes,Artist,,Low,3.0,Cat_6,C
506,467307,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,C
508,464645,Male,,52,Yes,Artist,1.0,Average,5.0,Cat_4,C
509,462493,Male,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6,C
510,460685,Male,No,51,,Artist,6.0,Low,4.0,Cat_4,B
511,460452,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1,B
514,461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,C
515,465165,Male,No,61,Yes,Artist,0.0,Low,1.0,Cat_6,B
518,465417,Male,Yes,40,Yes,Entertainment,,Average,2.0,Cat_4,B
519,464096,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,C
521,460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,C
523,461873,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,C
527,459468,Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6,B
529,466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C
530,463757,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B
532,466392,Female,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,B
533,466652,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B
534,461664,Male,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6,C
535,464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
537,463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,B
538,462913,Female,No,25,Yes,Artist,4.0,Low,5.0,Cat_6,C
539,465541,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,C
540,459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,B
541,464508,Male,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6,C
542,458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C
543,459947,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,B
544,465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,C
545,466009,Female,No,32,No,,10.0,Low,5.0,Cat_6,C
547,465122,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,C
548,465230,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
549,466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B
558,463622,Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,C
559,466624,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,C
560,467785,Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,B
567,465414,Female,No,30,No,Engineer,0.0,Low,1.0,,B
572,459298,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,C
574,460773,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
575,461594,Female,Yes,59,Yes,Artist,,Average,2.0,Cat_6,C
576,462713,Female,No,40,Yes,Engineer,,Low,1.0,Cat_3,B
577,465163,Male,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6,C
579,459342,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,C
581,463029,Male,Yes,51,No,Artist,,Average,3.0,Cat_6,C
587,465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
590,462677,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,B
597,461163,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,B
598,467106,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,B
600,461256,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,C
602,459010,Female,Yes,48,Yes,Artist,,Average,3.0,Cat_6,B
607,466208,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6,C
608,462128,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C
609,467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,C
610,461609,Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B
611,464470,Male,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,C
612,462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,C
614,462536,Female,Yes,48,No,Engineer,1.0,High,,Cat_6,B
616,466018,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,C
623,465696,Female,No,56,Yes,Artist,0.0,Low,2.0,Cat_6,C
624,461627,Male,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,C
627,467543,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B
628,465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6,C
629,463040,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,B
630,461668,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,C
638,466902,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,C
639,459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,C
644,466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,C
646,464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4,C
648,463909,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
649,466099,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
650,464427,Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,C
652,465638,Female,Yes,51,Yes,Artist,,Low,,Cat_3,C
654,466718,Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,B
658,465137,Male,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,C
660,467459,Male,Yes,40,Yes,Executive,,High,5.0,Cat_6,B
663,459803,Male,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6,C
665,459414,Female,No,39,Yes,,8.0,Low,,Cat_6,C
670,466636,Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6,C
671,461064,Male,No,45,Yes,Artist,1.0,Low,5.0,Cat_6,C
672,461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,B
675,464420,Female,Yes,60,Yes,Artist,8.0,High,2.0,Cat_6,C
676,462060,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,C
677,465707,Male,Yes,39,Yes,Entertainment,1.0,Average,4.0,Cat_3,C
681,461015,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,Cat_3,C
684,464056,Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C
686,465361,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_3,C
694,463876,Male,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6,C
696,463041,Female,Yes,43,Yes,Artist,,Average,4.0,Cat_2,B
698,467233,Female,No,67,No,Artist,1.0,Low,2.0,Cat_6,B
701,466370,Female,,48,Yes,Artist,0.0,Low,4.0,Cat_2,C
704,467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,B
705,467879,Female,Yes,51,Yes,Artist,,High,4.0,Cat_6,C
707,465936,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,B
708,459748,Male,Yes,46,No,Executive,0.0,High,2.0,Cat_6,C
709,466376,Female,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6,B
714,463455,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6,B
716,463959,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6,B
722,463302,Female,Yes,58,Yes,Engineer,,High,4.0,Cat_6,B
731,467265,Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_4,C
735,466491,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,B
736,459062,Male,,48,Yes,Executive,,High,5.0,Cat_6,B
739,463478,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,B
741,461954,Female,Yes,35,No,Engineer,2.0,Average,6.0,Cat_2,B
744,459894,Female,Yes,35,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
745,459778,Male,Yes,48,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
746,464662,Female,Yes,50,Yes,Artist,1.0,High,3.0,Cat_4,C
747,460878,Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6,C
748,462187,Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,C
752,465352,Male,Yes,61,Yes,Entertainment,1.0,Average,4.0,Cat_6,C
753,464258,Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,B
755,467561,Male,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,B
757,464665,Female,Yes,51,No,Engineer,1.0,Average,5.0,Cat_4,B
758,460670,Male,No,42,Yes,Artist,6.0,Low,2.0,Cat_3,B
