,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
459,461286,Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6,D
460,461621,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,C
465,464579,Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,D
467,462651,Male,Yes,38,No,Executive,,High,5.0,Cat_4,D
468,465486,Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6,C
469,460882,Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_3,D
470,467162,Female,No,26,No,Homemaker,9.0,Low,,Cat_4,D
471,461298,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6,C
473,459260,Male,Yes,37,Yes,Artist,0.0,Average,4.0,Cat_7,C
475,462941,Male,No,67,No,Lawyer,,Low,2.0,Cat_6,D
478,460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
480,465469,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6,C
481,461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
482,465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,D
483,459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
484,465609,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
485,467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,D
489,464049,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
492,463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,C
493,462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7,C
497,463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,D
498,459656,Male,No,22,No,,,Low,6.0,Cat_1,D
499,463114,Male,No,41,Yes,Artist,,Low,3.0,Cat_6,C
500,465309,Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_7,D
501,462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
505,460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,D
506,467307,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,C
507,464026,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,D
508,464645,Male,,52,Yes,Artist,1.0,Average,5.0,Cat_4,C
509,462493,Male,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6,C
514,461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,C
519,464096,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,C
521,460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,C
522,467708,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
523,461873,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,C
525,467204,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D
526,467320,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,D
529,466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C
534,461664,Male,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6,C
535,464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
538,462913,Female,No,25,Yes,Artist,4.0,Low,5.0,Cat_6,C
539,465541,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,C
541,464508,Male,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6,C
542,458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C
544,465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,C
545,466009,Female,No,32,No,,10.0,Low,5.0,Cat_6,C
547,465122,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,C
548,465230,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
550,463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,D
551,460825,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,D
554,467415,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
558,463622,Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,C
559,466624,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,C
562,460578,Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7,D
563,460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
564,467468,Female,No,27,No,Healthcare,,Low,5.0,Cat_7,D
565,463581,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
566,463968,Male,No,33,No,Artist,,Low,4.0,Cat_6,D
568,464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,D
570,467971,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,D
571,464746,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,D
572,459298,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,C
574,460773,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
575,461594,Female,Yes,59,Yes,Artist,,Average,2.0,Cat_6,C
577,465163,Male,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6,C
578,462222,Male,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,D
579,459342,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,C
580,463006,Female,No,41,Yes,Marketing,,Low,1.0,Cat_6,D
581,463029,Male,Yes,51,No,Artist,,Average,3.0,Cat_6,C
584,462828,Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5,D
587,465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
589,464826,Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4,D
592,463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6,D
593,459816,Male,Yes,37,Yes,Doctor,,Low,2.0,Cat_6,D
594,459002,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D
595,465990,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,D
599,467373,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D
600,461256,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,C
601,466522,Male,,18,No,,6.0,High,4.0,Cat_3,D
605,459335,Male,No,26,Yes,Healthcare,,Low,3.0,Cat_1,D
607,466208,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6,C
608,462128,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C
609,467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,C
611,464470,Male,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,C
612,462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,C
613,465255,Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,D
615,461186,Female,No,18,No,Healthcare,,Low,3.0,Cat_3,D
616,466018,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,C
617,461385,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D
618,459115,Female,No,21,No,Marketing,1.0,Low,5.0,Cat_4,D
621,460366,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,D
623,465696,Female,No,56,Yes,Artist,0.0,Low,2.0,Cat_6,C
624,461627,Male,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,C
625,467963,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
626,462437,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,D
628,465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6,C
630,461668,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,C
631,461955,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
636,466752,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
637,462778,Male,Yes,60,Yes,Entertainment,0.0,Low,,Cat_6,D
638,466902,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,C
639,459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,C
641,465538,Male,Yes,62,No,,7.0,High,2.0,Cat_6,D
642,464878,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D
643,467599,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
644,466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,C
645,463576,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_6,D
646,464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4,C
650,464427,Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,C
652,465638,Female,Yes,51,Yes,Artist,,Low,,Cat_3,C
658,465137,Male,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,C
662,467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6,D
663,459803,Male,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6,C
664,465972,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,D
665,459414,Female,No,39,Yes,,8.0,Low,,Cat_6,C
668,459286,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,D
669,463580,Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6,D
670,466636,Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6,C
671,461064,Male,No,45,Yes,Artist,1.0,Low,5.0,Cat_6,C
673,458990,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6,D
