index,index,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
2644,7775,462989,Male,,32,Yes,Healthcare,1.0,Low,1.0,Cat_6,0.0
1826,2482,466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_3,1.0
4406,7892,465265,Female,Yes,56,Yes,Artist,2.0,Average,2.0,Cat_6,1.0
915,7388,466447,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_7,1.0
1596,7897,464675,Female,Yes,41,No,Doctor,0.0,Average,9.0,Cat_4,0.0
3491,4771,466289,Male,No,19,No,Healthcare,2.0,Low,5.0,Cat_2,0.0
6001,6779,460034,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,0.0
5861,5978,461042,Male,No,19,No,Healthcare,0.0,Low,,Cat_4,0.0
3215,1942,466616,Male,No,18,No,Healthcare,8.0,Low,9.0,Cat_6,0.0
1388,123,461094,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_3,0.0
3393,359,464047,Male,No,43,Yes,Healthcare,3.0,Low,3.0,Cat_6,0.0
1710,1238,463103,Male,Yes,45,No,Executive,1.0,Average,4.0,Cat_6,1.0
2306,7361,459932,Female,No,46,Yes,Artist,9.0,Low,1.0,Cat_6,1.0
1272,5034,464011,Male,No,32,Yes,Healthcare,,Low,4.0,Cat_6,0.0
2787,3376,467526,Male,No,21,No,Healthcare,,Low,3.0,Cat_6,0.0
706,172,459420,Female,Yes,70,Yes,Lawyer,0.0,Low,2.0,Cat_6,1.0
233,3338,464263,Female,Yes,88,Yes,Lawyer,1.0,Low,,Cat_6,0.0
2933,4180,461807,Male,No,30,Yes,Doctor,10.0,Low,4.0,Cat_6,0.0
4709,1939,467899,Male,Yes,66,Yes,Artist,1.0,Average,2.0,Cat_6,1.0
2110,1954,461023,Male,Yes,65,No,Lawyer,,High,2.0,Cat_3,1.0
4873,621,460366,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,0.0
715,7456,463792,Female,No,38,No,Engineer,,Low,1.0,Cat_6,1.0
4034,5234,461623,Female,Yes,41,Yes,Artist,11.0,Average,2.0,Cat_6,1.0
50,4415,462325,Male,No,37,Yes,Healthcare,1.0,Low,4.0,Cat_4,1.0
5386,2400,465779,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_2,0.0
41,138,463823,Female,No,29,No,Marketing,8.0,Low,4.0,Cat_6,0.0
2488,3238,461055,Female,Yes,52,Yes,Engineer,,Average,3.0,Cat_3,1.0
6397,5992,462931,Male,Yes,40,No,Entertainment,14.0,Average,3.0,Cat_6,0.0
2022,4327,459153,Female,Yes,75,Yes,,0.0,High,2.0,Cat_6,1.0
3060,8065,465406,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,0.0
1350,3352,461455,Female,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,1.0
2210,1262,467002,Female,No,26,Yes,Homemaker,9.0,Low,,Cat_6,0.0
1361,107,460764,Male,No,86,No,Lawyer,1.0,Low,1.0,Cat_6,0.0
818,3744,459915,Female,No,29,Yes,Healthcare,1.0,Low,3.0,Cat_4,0.0
1320,2592,462768,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,1.0
5363,4388,467974,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_4,1.0
886,2888,461244,Female,No,41,No,Marketing,1.0,Low,1.0,Cat_6,0.0
74,3381,464844,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_4,0.0
142,3138,460024,Female,Yes,43,Yes,Entertainment,8.0,Low,1.0,Cat_6,1.0
2398,3859,460961,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_3,0.0
3040,6305,460184,Male,No,27,No,Doctor,9.0,Low,4.0,Cat_6,0.0
3045,735,466491,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,1.0
1100,4570,459959,Male,Yes,25,Yes,Artist,9.0,Low,4.0,Cat_6,0.0
537,5268,465568,Male,Yes,39,Yes,Executive,3.0,High,3.0,Cat_6,1.0
4766,6298,462448,Male,No,19,No,Healthcare,,Low,3.0,Cat_6,0.0
1558,7825,466786,Male,No,32,No,Executive,0.0,Low,2.0,Cat_3,0.0
2141,7672,465921,Female,No,25,Yes,Artist,8.0,Low,1.0,Cat_6,1.0
6138,6277,459551,Female,Yes,42,No,Engineer,4.0,Low,1.0,Cat_6,1.0
4756,5261,463066,Female,No,28,Yes,Healthcare,9.0,Low,3.0,Cat_6,0.0
1030,4653,467787,Male,No,20,No,Healthcare,8.0,Low,5.0,Cat_6,0.0
2263,3895,460208,Male,No,27,No,Artist,9.0,Low,8.0,Cat_6,0.0
5275,2013,462455,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_2,0.0
2162,8008,464894,Male,No,22,No,Healthcare,,Low,5.0,Cat_4,0.0
4516,593,459816,Male,Yes,37,Yes,Doctor,,Low,2.0,Cat_6,0.0
5070,3027,465157,Male,Yes,42,Yes,Entertainment,3.0,Average,4.0,Cat_6,1.0
5131,5720,466382,Female,Yes,52,Yes,Engineer,4.0,High,2.0,Cat_4,1.0
6069,4123,459140,Female,No,18,No,Healthcare,7.0,Low,6.0,Cat_6,0.0
4606,5190,467059,Male,Yes,47,Yes,Artist,2.0,Low,1.0,Cat_6,0.0
3875,1844,464089,Female,Yes,40,Yes,Artist,5.0,High,5.0,,1.0
6373,1365,460507,Male,No,30,No,Doctor,1.0,Low,4.0,Cat_3,0.0
2029,5337,466680,Male,No,22,No,Engineer,0.0,Low,4.0,Cat_6,0.0
4681,3971,462969,Male,Yes,58,Yes,Artist,8.0,Low,1.0,Cat_3,1.0
2227,5585,461264,Male,No,19,No,Doctor,0.0,Low,3.0,Cat_4,0.0
1233,7654,466909,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_6,1.0
2850,115,461177,Male,Yes,36,No,Executive,8.0,Average,4.0,Cat_1,1.0
1724,2,466315,Female,Yes,67,Yes,Engineer,1.0,Low,1.0,Cat_6,1.0
1532,452,467520,Male,,22,No,Healthcare,,Low,2.0,Cat_6,0.0
5890,7962,463817,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_6,0.0
4761,1216,461649,Female,Yes,51,Yes,Artist,3.0,Low,4.0,Cat_6,1.0
1927,6533,466509,Male,Yes,56,No,Executive,1.0,Average,3.0,Cat_6,1.0
3568,5972,461961,Female,Yes,32,Yes,Artist,8.0,Low,3.0,Cat_6,1.0
5879,7446,466347,Male,Yes,71,No,Executive,5.0,Low,3.0,Cat_4,1.0
417,6368,466580,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_7,0.0
1060,89,464125,Male,Yes,40,No,Doctor,0.0,Average,2.0,Cat_3,0.0
5451,7763,461140,Female,No,30,No,Homemaker,3.0,Low,,Cat_3,0.0
4735,672,461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,1.0
1324,7753,465012,Male,Yes,62,No,Executive,0.0,High,4.0,Cat_6,1.0
5869,5905,466578,Male,No,45,No,Artist,2.0,Low,1.0,Cat_6,1.0
3814,8053,465667,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_2,0.0
6359,7312,464413,Female,Yes,36,Yes,Engineer,0.0,Low,1.0,Cat_3,1.0
2886,6591,465481,Female,No,28,No,Artist,1.0,Low,4.0,Cat_4,1.0
5126,3527,463569,Female,Yes,59,No,Marketing,1.0,Average,4.0,Cat_1,0.0
5696,4058,467564,Male,Yes,72,Yes,Artist,0.0,Average,2.0,Cat_6,1.0
2333,3894,467875,Female,No,23,No,Healthcare,,Low,4.0,Cat_6,0.0
2420,4289,465390,Female,No,27,Yes,Marketing,3.0,Low,3.0,Cat_6,0.0
4447,104,464065,Female,Yes,35,Yes,Healthcare,10.0,Low,2.0,Cat_6,1.0
2024,1797,462546,Female,No,21,No,Executive,8.0,Low,,Cat_7,0.0
4850,6262,467348,Female,Yes,33,Yes,Homemaker,,Average,3.0,Cat_6,0.0
523,3689,467053,Male,No,22,No,Healthcare,6.0,Low,4.0,Cat_6,0.0
1013,3215,466562,Female,No,18,No,Healthcare,5.0,Low,4.0,Cat_6,0.0
1014,6867,461151,Male,No,32,Yes,Artist,0.0,Low,3.0,Cat_3,0.0
3653,7432,464920,Male,No,36,Yes,Artist,2.0,Low,1.0,Cat_4,1.0
1515,1195,460647,Female,Yes,26,No,Doctor,1.0,Average,2.0,Cat_4,0.0
2219,2986,467198,Male,No,28,Yes,Healthcare,1.0,Low,5.0,Cat_6,0.0
683,7786,467536,Male,Yes,82,No,Executive,1.0,Low,1.0,Cat_6,0.0
5649,1726,464753,Female,No,33,No,Marketing,,Low,5.0,Cat_4,0.0
5259,6173,462018,Male,No,22,No,Healthcare,8.0,Low,5.0,Cat_2,0.0
3975,2419,467097,Male,Yes,55,Yes,Artist,2.0,Low,1.0,Cat_6,1.0
2095,5979,466497,Male,No,83,Yes,Lawyer,0.0,Low,1.0,Cat_6,0.0
5084,5245,459538,Female,No,45,Yes,Homemaker,11.0,Low,1.0,Cat_6,1.0
1264,6657,464687,Male,Yes,36,Yes,Artist,9.0,Average,5.0,Cat_4,0.0
5381,3732,460312,Female,No,36,Yes,Entertainment,7.0,Low,5.0,,0.0
2421,2153,467695,Male,Yes,43,No,Marketing,1.0,Low,2.0,Cat_7,0.0
2401,3425,465362,Female,Yes,52,Yes,Engineer,0.0,Average,4.0,Cat_6,1.0
5832,841,460385,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,0.0
5994,3445,461773,Male,Yes,69,Yes,Entertainment,1.0,High,3.0,Cat_6,1.0
5097,5754,462685,Female,No,32,No,Healthcare,,Low,3.0,Cat_4,0.0
5122,2543,463353,Male,Yes,50,Yes,Executive,4.0,Average,4.0,Cat_2,1.0
3876,1913,459941,Male,Yes,65,Yes,Artist,4.0,Low,,Cat_6,1.0
5197,4228,459101,Male,Yes,81,No,Lawyer,8.0,Low,2.0,Cat_6,1.0
299,803,466188,Male,Yes,59,Yes,Artist,4.0,Low,1.0,Cat_4,1.0
5394,870,464642,Female,Yes,26,Yes,Engineer,6.0,High,7.0,Cat_4,0.0
2255,4292,465902,Male,No,25,Yes,Executive,3.0,Low,3.0,Cat_6,0.0
3861,1904,462639,Female,Yes,43,No,Engineer,,Average,2.0,Cat_4,0.0
6113,843,462047,Female,Yes,26,Yes,Artist,12.0,Average,2.0,Cat_6,1.0
5241,182,462206,Female,No,29,Yes,Artist,,Low,1.0,Cat_4,1.0
5436,6564,466785,Male,No,41,Yes,Marketing,0.0,Low,2.0,Cat_6,0.0
3382,3293,463620,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_2,0.0
5734,7246,462687,Male,No,29,No,Homemaker,11.0,Low,3.0,Cat_3,0.0
2226,3939,465735,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_3,1.0
3977,3919,459669,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,1.0
4825,5177,462191,Female,No,22,No,Doctor,3.0,Low,2.0,Cat_4,1.0
413,3218,463948,Male,Yes,39,No,Executive,2.0,High,5.0,Cat_6,1.0
716,83,460671,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_3,1.0
4744,688,466269,Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2,0.0
1074,1297,460266,Male,No,22,No,Healthcare,0.0,Low,8.0,Cat_6,0.0
4899,5506,460943,Male,Yes,50,Yes,Entertainment,1.0,Average,4.0,Cat_6,1.0
4658,5317,464479,Male,Yes,55,Yes,Entertainment,1.0,Low,1.0,Cat_6,1.0
6121,1043,461207,Female,No,60,Yes,Artist,6.0,Low,1.0,Cat_6,1.0
684,5448,463333,Female,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,0.0
5265,2476,460724,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,0.0
1505,5114,459851,Male,No,53,Yes,Artist,3.0,Low,1.0,Cat_6,1.0
4301,3064,466927,Male,No,19,No,Engineer,7.0,Low,5.0,Cat_2,0.0
5154,4787,461683,Male,Yes,43,Yes,Executive,1.0,High,4.0,Cat_6,1.0
950,4957,459550,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_4,0.0
5791,6229,462569,Female,No,32,No,Doctor,7.0,Low,4.0,Cat_3,0.0
5095,6059,467260,Male,No,27,No,Doctor,9.0,Low,4.0,Cat_6,0.0
962,6826,462484,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_6,0.0
3923,5166,466800,Female,No,18,No,Healthcare,6.0,Low,3.0,Cat_6,0.0
396,5353,467651,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
2642,6252,461545,Female,Yes,70,Yes,Artist,1.0,Low,3.0,Cat_7,1.0
5556,1427,466386,Male,Yes,65,Yes,Executive,1.0,Low,2.0,Cat_4,1.0
1261,7474,467453,Male,No,49,No,Healthcare,,Low,1.0,Cat_6,0.0
424,5915,463849,Female,Yes,35,No,Artist,0.0,Low,2.0,Cat_6,1.0
714,1305,459633,Male,No,19,No,Healthcare,1.0,Low,2.0,Cat_6,0.0
6156,6095,460158,Female,No,51,No,Engineer,8.0,Low,6.0,Cat_4,0.0
1688,176,464866,Female,No,23,No,Engineer,11.0,Low,1.0,Cat_3,0.0
527,2351,465832,Male,Yes,53,Yes,Executive,9.0,High,5.0,Cat_4,1.0
4330,4414,460125,Female,Yes,55,Yes,Artist,10.0,Low,1.0,Cat_6,1.0
3186,328,462618,Female,No,32,Yes,Healthcare,1.0,Low,5.0,Cat_4,0.0
4365,6845,465518,Female,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_4,1.0
2361,6831,467661,Female,Yes,45,Yes,Artist,,High,,Cat_6,1.0
4759,2158,466359,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
790,1410,465672,Male,No,42,No,Executive,9.0,Low,3.0,Cat_4,0.0
4936,4863,466754,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,1.0
4587,4818,467108,Female,No,66,Yes,Artist,0.0,Low,1.0,Cat_6,0.0
5478,711,462076,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6,0.0
6109,354,463719,Female,No,26,No,Doctor,0.0,Low,1.0,Cat_6,0.0
1648,4466,467163,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,0.0
5170,6157,461089,Male,No,20,No,Marketing,0.0,Low,3.0,Cat_3,1.0
6334,4795,461976,Female,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_3,1.0
1645,1653,461162,Female,No,41,No,Marketing,9.0,Low,3.0,Cat_3,1.0
14,1460,460859,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,0.0
2339,279,466921,Female,No,22,No,Healthcare,3.0,Low,3.0,Cat_6,0.0
2895,654,466718,Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,1.0
2088,1295,464378,Female,Yes,40,Yes,Artist,9.0,Average,2.0,Cat_6,1.0
813,7095,460166,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,0.0
2286,6398,461604,Male,Yes,38,No,Entertainment,1.0,Average,2.0,Cat_6,1.0
1957,147,461740,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,1.0
3866,7207,467091,Female,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,0.0
2010,7914,464515,Male,No,27,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
377,2928,462109,Male,Yes,75,No,Lawyer,0.0,Low,1.0,Cat_6,0.0
6267,6684,465146,Male,Yes,58,Yes,Artist,9.0,Low,1.0,Cat_6,1.0
2179,6185,462744,Male,Yes,38,Yes,Artist,3.0,Average,4.0,Cat_6,1.0
1561,1725,463038,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,0.0
3816,2277,461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,1.0
5041,1140,461588,Male,No,33,Yes,Marketing,0.0,Low,4.0,Cat_2,0.0
538,6312,462984,Female,Yes,69,Yes,Artist,1.0,High,2.0,Cat_6,1.0
6020,7101,462718,Female,No,25,No,Marketing,8.0,Low,5.0,Cat_6,0.0
437,1164,461086,Male,No,23,No,Healthcare,1.0,Low,7.0,Cat_3,0.0
5343,6669,463710,Male,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_2,1.0
4689,4371,463865,Male,Yes,46,Yes,Artist,0.0,Average,5.0,Cat_6,1.0
2428,5601,462575,Male,Yes,50,No,Executive,1.0,High,4.0,Cat_6,1.0
161,7770,462446,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
3272,3292,459654,Male,Yes,51,Yes,Artist,5.0,Average,3.0,Cat_6,1.0
6358,7516,467542,Male,No,30,Yes,Healthcare,9.0,Low,1.0,Cat_6,0.0
4502,2590,463915,Female,No,21,Yes,Healthcare,0.0,Low,5.0,Cat_2,0.0
6175,1627,466681,Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6,0.0
3479,323,459474,Male,No,25,Yes,Doctor,6.0,Low,1.0,Cat_2,0.0
2196,2953,464962,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_4,1.0
6170,2452,459089,Male,No,19,No,Artist,9.0,Low,7.0,Cat_7,1.0
6172,1080,465775,Female,No,31,Yes,Engineer,9.0,Low,3.0,Cat_6,0.0
3509,449,462417,Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6,0.0
6082,3368,459443,Female,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,1.0
178,4489,459719,Male,Yes,84,Yes,Lawyer,,Low,,Cat_4,0.0
4818,2206,462574,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,0.0
2487,4150,461206,Male,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,0.0
1909,7292,462153,Male,Yes,59,No,Artist,0.0,Low,1.0,Cat_6,1.0
2660,1332,466649,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_3,0.0
2220,4577,467291,Male,Yes,53,Yes,Entertainment,1.0,Average,4.0,Cat_6,0.0
6146,3018,466600,Male,No,18,No,Healthcare,11.0,Low,1.0,Cat_4,0.0
839,4502,464830,Male,,47,,Executive,1.0,Average,5.0,Cat_4,1.0
5276,3210,462974,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6,0.0
1448,505,460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,0.0
423,3193,461496,Male,Yes,47,Yes,Homemaker,,Low,1.0,Cat_6,1.0
2213,2240,465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,1.0
2067,5622,463450,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_6,1.0
1902,3930,460431,Female,No,46,Yes,Engineer,1.0,Low,1.0,Cat_6,0.0
4942,7074,462504,Female,No,49,No,Artist,9.0,Low,1.0,Cat_1,1.0
3680,5782,459696,Male,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6,1.0
3822,7226,464093,Female,No,25,No,Engineer,1.0,Low,,Cat_7,0.0
3869,2684,467040,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_3,0.0
1837,2409,460783,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,1.0
2773,540,459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,1.0
2940,781,463228,Female,Yes,56,Yes,Artist,0.0,Average,5.0,Cat_6,1.0
2793,7320,461555,Male,No,27,No,Entertainment,,Low,1.0,Cat_6,0.0
1860,4781,465445,Female,No,27,Yes,Homemaker,6.0,Low,7.0,Cat_6,1.0
2584,6773,466883,Female,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,1.0
1862,5723,465102,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6,1.0
3061,6045,461121,Male,No,28,No,Doctor,0.0,Low,4.0,Cat_3,0.0
3392,5562,466384,Female,Yes,72,Yes,Engineer,0.0,High,2.0,Cat_4,1.0
5058,6360,461719,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,0.0
895,5078,462311,Male,Yes,56,Yes,Executive,,High,9.0,Cat_6,1.0
2043,68,465233,Male,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6,1.0
2485,2880,463807,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_4,1.0
2472,833,467110,Male,,60,Yes,Lawyer,1.0,High,1.0,Cat_6,0.0
5965,4600,461526,Male,Yes,78,No,Entertainment,0.0,Low,2.0,Cat_6,0.0
2611,5908,460948,Male,Yes,53,Yes,Engineer,4.0,Low,3.0,Cat_3,1.0
6247,4636,467184,Male,Yes,51,No,Engineer,0.0,Average,3.0,Cat_6,0.0
5224,6941,462794,Male,No,27,No,Healthcare,10.0,Low,5.0,Cat_6,0.0
4593,3639,464692,Female,No,48,No,Marketing,1.0,Low,1.0,Cat_3,0.0
401,5529,462844,Female,Yes,30,No,Engineer,0.0,Average,2.0,Cat_6,0.0
22,4829,466158,Female,Yes,47,Yes,Engineer,0.0,Low,4.0,Cat_6,1.0
6263,3071,463751,Female,,39,Yes,Doctor,5.0,Low,,Cat_2,1.0
1767,2326,464100,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,0.0
820,3248,467742,Male,Yes,59,Yes,Artist,4.0,High,4.0,Cat_6,1.0
1745,2863,463096,Female,No,33,Yes,Doctor,,Low,3.0,Cat_6,0.0
3682,6795,463111,Female,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,0.0
4906,3132,467936,Male,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,0.0
5632,3287,463037,Male,Yes,57,Yes,Entertainment,1.0,Average,4.0,Cat_6,1.0
3571,3013,462280,Male,No,32,Yes,Healthcare,0.0,Low,4.0,Cat_6,1.0
3611,1085,459881,Male,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_6,0.0
1445,1286,466089,Male,No,59,No,Entertainment,0.0,Low,3.0,Cat_6,1.0
5695,6969,464351,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,0.0
6262,6650,459372,Female,No,27,Yes,Healthcare,,Low,4.0,Cat_6,1.0
3323,3104,460483,Female,,38,Yes,Executive,0.0,High,1.0,Cat_3,0.0
2416,3137,461810,Female,Yes,62,Yes,Homemaker,1.0,Low,1.0,Cat_2,1.0
3074,1893,465316,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_4,0.0
3859,4102,462214,Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,0.0
978,5653,466612,Female,No,21,No,Healthcare,8.0,Low,2.0,Cat_6,0.0
1247,2680,462755,Female,No,20,No,Healthcare,0.0,Low,,Cat_6,0.0
1175,3489,467286,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_4,0.0
5564,3814,461749,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,0.0
6383,2059,462066,Female,No,26,Yes,Artist,13.0,Low,2.0,Cat_6,1.0
6086,374,462842,Male,No,23,No,Doctor,6.0,Low,4.0,Cat_2,0.0
1999,2646,461681,Male,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_7,0.0
5691,4906,461377,Female,Yes,57,Yes,Artist,,Low,1.0,Cat_6,1.0
1006,7994,459718,Male,Yes,65,Yes,Executive,1.0,Low,1.0,Cat_6,1.0
4525,2466,462225,Male,Yes,49,No,Engineer,1.0,Average,8.0,Cat_4,0.0
1494,1416,459987,Male,Yes,53,Yes,Healthcare,,High,2.0,Cat_6,0.0
1128,5409,462291,Female,No,36,Yes,Marketing,,Low,3.0,Cat_6,0.0
6325,6021,466225,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_2,0.0
5872,2997,460701,Male,Yes,66,No,Entertainment,0.0,Average,2.0,Cat_6,1.0
2627,4639,466072,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_3,0.0
4855,1523,459657,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,1.0
3105,3899,461624,Female,Yes,41,Yes,Artist,1.0,Average,,Cat_2,1.0
5115,3302,466011,Male,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_4,1.0
3431,7255,463059,Female,No,32,Yes,Homemaker,10.0,Low,1.0,Cat_6,0.0
211,5296,460213,Male,Yes,40,Yes,Entertainment,5.0,Low,1.0,Cat_6,0.0
5659,4612,466763,Male,Yes,55,Yes,Homemaker,0.0,Low,4.0,Cat_6,1.0
5051,6818,464240,Male,Yes,52,No,Engineer,,Low,1.0,Cat_2,0.0
415,787,466727,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,1.0
1601,3182,461753,Female,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,1.0
6271,5107,466055,Male,Yes,52,Yes,Entertainment,1.0,Average,3.0,Cat_4,1.0
700,4019,467931,Male,No,25,Yes,Doctor,0.0,Low,2.0,Cat_6,0.0
172,75,463691,Female,No,33,No,Homemaker,0.0,Low,3.0,Cat_6,1.0
5688,8034,461774,Female,Yes,81,Yes,Lawyer,1.0,High,3.0,Cat_6,1.0
1077,6581,460636,Male,Yes,45,Yes,Artist,2.0,Average,3.0,Cat_3,0.0
3882,7265,467772,Female,No,25,No,Marketing,1.0,Low,2.0,Cat_6,0.0
3679,6196,466428,Female,No,23,No,,0.0,Low,2.0,Cat_6,0.0
492,5541,463080,Male,No,32,No,Artist,0.0,Low,4.0,Cat_5,0.0
5976,420,459196,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,0.0
5747,4427,463062,Female,Yes,37,Yes,Artist,,Average,3.0,Cat_6,1.0
